species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_GA08D	0_pi_GA08E	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_GA08D	4_pi_GA08E	4_pi_between	4_pi_total
melitaea_cinxia_new	TRINITY_DN20775_c0_g1(+)	cinxia.TRINITY_DN20775_c0_g1	NA	179	0	0	179	340	338	0	2	0	0	0.0	0.00588235	0.00294118	0.00294118	64	63	1	0	0	0	0.015625	0.0	0.0078125	0.0078125
melitaea_cinxia_new	TRINITY_DN20776_c0_g1(+)	cinxia.TRINITY_DN20776_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20779_c0_g1(+)	cinxia.TRINITY_DN20779_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20781_c0_g1(-)	cinxia.TRINITY_DN20781_c0_g1	NA	62	0	0	62	116	116	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20784_c0_g1(+)	cinxia.TRINITY_DN20784_c0_g1	NA	112	0	0	112	208	206	0	1	0	1	0.0	0.00480769	0.00721154	0.00560897	44	42	1	0	0	1	0.02272727	0.0	0.03409091	0.02651515
melitaea_cinxia_new	TRINITY_DN20786_c0_g1(-)	cinxia.TRINITY_DN20786_c0_g1	NA	249	0	0	249	482	480	1	0	0	1	0.00207469	0.0	0.00311203	0.00242047	90	89	1	0	0	0	0.01111111	0.0	0.00555556	0.00555556
melitaea_cinxia_new	TRINITY_DN20787_c0_g1(+)	cinxia.TRINITY_DN20787_c0_g1	NA	46	0	0	46	97	97	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20788_c0_g1(+)	cinxia.TRINITY_DN20788_c0_g1	NA	80	0	1	79	145	142	0	3	0	0	0.0	0.02068966	0.01034483	0.01034483	23	23	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20789_c0_g1(+)	cinxia.TRINITY_DN20789_c0_g1	NA	90	0	0	90	148	148	0	0	0	0	0.0	0.0	0.0	0.0	36	30	2	3	0	1	0.05555556	0.08333333	0.09722222	0.08796296
melitaea_cinxia_new	TRINITY_DN20791_c0_g1(+)	cinxia.TRINITY_DN20791_c0_g1	NA	109	0	0	109	200	200	0	0	0	0	0.0	0.0	0.0	0.0	49	47	1	1	0	0	0.02040816	0.02040816	0.02040816	0.02040816
melitaea_cinxia_new	TRINITY_DN20793_c0_g1(+)	cinxia.TRINITY_DN20793_c0_g1	NA	147	0	0	147	277	277	0	0	0	0	0.0	0.0	0.0	0.0	59	55	3	0	0	1	0.05084746	0.0	0.04237288	0.03672316
melitaea_cinxia_new	TRINITY_DN20794_c0_g1(-)	cinxia.TRINITY_DN20794_c0_g1	OG0002506	106	0	0	106	185	184	1	0	0	0	0.00540541	0.0	0.0027027	0.0027027	49	43	4	1	0	1	0.08163265	0.02040816	0.07142857	0.06462585
melitaea_cinxia_new	TRINITY_DN20796_c0_g1(+)	cinxia.TRINITY_DN20796_c0_g1	NA	254	0	0	254	482	482	0	0	0	0	0.0	0.0	0.0	0.0	91	84	2	3	1	1	0.03296703	0.04395604	0.04395604	0.04212454
melitaea_cinxia_new	TRINITY_DN20797_c0_g1(+)	cinxia.TRINITY_DN20797_c0_g1	OG0002296	84	0	0	84	153	152	0	1	0	0	0.0	0.00653595	0.00326797	0.00326797	41	38	3	0	0	0	0.07317073	0.0	0.03658537	0.03658537
melitaea_cinxia_new	TRINITY_DN20798_c0_g1(+)	cinxia.TRINITY_DN20798_c0_g1	OG0001396	285	0	0	285	529	527	0	2	0	0	0.0	0.00378072	0.00189036	0.00189036	127	123	0	0	0	4	0.0	0.0	0.03149606	0.02099737
melitaea_cinxia_new	TRINITY_DN20801_c0_g1(+)	cinxia.TRINITY_DN20801_c0_g1	NA	154	0	0	154	292	292	0	0	0	0	0.0	0.0	0.0	0.0	61	60	0	1	0	0	0.0	0.01639344	0.00819672	0.00819672
melitaea_cinxia_new	TRINITY_DN20803_c0_g1(-)	cinxia.TRINITY_DN20803_c0_g1	OG0002310	51	0	0	51	99	99	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20806_c0_g1(+)	cinxia.TRINITY_DN20806_c0_g1	NA	127	0	1	126	233	233	0	0	0	0	0.0	0.0	0.0	0.0	46	43	0	0	0	3	0.0	0.0	0.06521739	0.04347826
melitaea_cinxia_new	TRINITY_DN20807_c0_g1(+)	cinxia.TRINITY_DN20807_c0_g1	NA	119	0	0	119	215	214	0	1	0	0	0.0	0.00465116	0.00232558	0.00232558	40	37	0	2	0	1	0.0	0.05	0.05	0.04166667
melitaea_cinxia_new	TRINITY_DN20808_c0_g1(+)	cinxia.TRINITY_DN20808_c0_g1	NA	27	0	0	27	53	52	0	1	0	0	0.0	0.01886792	0.00943396	0.00943396	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20810_c0_g1(-)	cinxia.TRINITY_DN20810_c0_g1	NA	6	0	0	6	8	8	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20811_c0_g1(+)	cinxia.TRINITY_DN20811_c0_g1	NA	218	0	0	218	410	407	1	2	0	0	0.00243902	0.00487805	0.00365854	0.00365854	76	73	0	2	0	1	0.0	0.02631579	0.02631579	0.02192982
melitaea_cinxia_new	TRINITY_DN20812_c0_g1(+)	cinxia.TRINITY_DN20812_c0_g1	NA	176	0	0	176	341	338	1	2	0	0	0.00293255	0.0058651	0.00439883	0.00439883	78	77	0	0	0	1	0.0	0.0	0.01282051	0.00854701
melitaea_cinxia_new	TRINITY_DN20815_c0_g1(+)	cinxia.TRINITY_DN20815_c0_g1	OG0001918	256	0	0	256	494	493	0	1	0	0	0.0	0.00202429	0.00101215	0.00101215	70	69	0	1	0	0	0.0	0.01428571	0.00714286	0.00714286
melitaea_cinxia_new	TRINITY_DN20816_c1_g1(-)	cinxia.TRINITY_DN20816_c1_g1	NA	261	0	0	261	503	498	2	3	0	0	0.00397614	0.00596421	0.00497018	0.00497018	98	95	2	1	0	0	0.02040816	0.01020408	0.01530612	0.01530612
melitaea_cinxia_new	TRINITY_DN20818_c0_g1(+)	cinxia.TRINITY_DN20818_c0_g1	NA	257	0	0	257	487	487	0	0	0	0	0.0	0.0	0.0	0.0	95	94	1	0	0	0	0.01052632	0.0	0.00526316	0.00526316
melitaea_cinxia_new	TRINITY_DN20821_c0_g1(+)	cinxia.TRINITY_DN20821_c0_g1	NA	70	0	0	70	135	135	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20823_c0_g1(+)	cinxia.TRINITY_DN20823_c0_g1	NA	48	0	0	48	87	87	0	0	0	0	0.0	0.0	0.0	0.0	18	16	0	2	0	0	0.0	0.11111111	0.05555556	0.05555556
melitaea_cinxia_new	TRINITY_DN20824_c0_g1(-)	cinxia.TRINITY_DN20824_c0_g1	NA	126	0	0	126	243	243	0	0	0	0	0.0	0.0	0.0	0.0	53	53	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20825_c0_g1(+)	cinxia.TRINITY_DN20825_c0_g1	NA	11	0	0	11	21	20	0	0	1	0	0.04761905	0.04761905	0.02380952	0.03174603	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20826_c0_g1(+)	cinxia.TRINITY_DN20826_c0_g1	NA	132	0	0	132	254	251	1	0	2	0	0.01181102	0.00787402	0.00590551	0.00721785	48	48	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20832_c0_g1(+)	cinxia.TRINITY_DN20832_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20833_c0_g1(-)	cinxia.TRINITY_DN20833_c0_g1	OG0002169	148	0	0	148	281	281	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20834_c0_g1(+)	cinxia.TRINITY_DN20834_c0_g1	NA	11	0	0	11	19	19	0	0	0	0	0.0	0.0	0.0	0.0	3	2	1	0	0	0	0.33333333	0.0	0.16666667	0.16666667
melitaea_cinxia_new	TRINITY_DN20836_c0_g1(+)	cinxia.TRINITY_DN20836_c0_g1	NA	49	0	0	49	85	84	0	1	0	0	0.0	0.01176471	0.00588235	0.00588235	15	14	1	0	0	0	0.06666667	0.0	0.03333333	0.03333333
melitaea_cinxia_new	TRINITY_DN20837_c0_g1(+)	cinxia.TRINITY_DN20837_c0_g1	NA	121	0	0	121	224	222	0	0	0	2	0.0	0.0	0.00892857	0.00595238	42	40	0	1	0	1	0.0	0.02380952	0.03571429	0.02777778
melitaea_cinxia_new	TRINITY_DN20838_c0_g1(+)	cinxia.TRINITY_DN20838_c0_g1	NA	247	0	0	247	475	475	0	0	0	0	0.0	0.0	0.0	0.0	103	100	0	3	0	0	0.0	0.02912621	0.01456311	0.01456311
melitaea_cinxia_new	TRINITY_DN20842_c0_g1(+)	cinxia.TRINITY_DN20842_c0_g1	OG0001274	291	0	0	291	543	538	2	3	0	0	0.00368324	0.00552486	0.00460405	0.00460405	82	80	1	0	0	1	0.01219512	0.0	0.01829268	0.01422764
melitaea_cinxia_new	TRINITY_DN20843_c0_g1(+)	cinxia.TRINITY_DN20843_c0_g1	NA	12	0	0	12	21	21	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20845_c0_g1(+)	cinxia.TRINITY_DN20845_c0_g1	NA	152	0	0	152	293	293	0	0	0	0	0.0	0.0	0.0	0.0	64	63	1	0	0	0	0.015625	0.0	0.0078125	0.0078125
melitaea_cinxia_new	TRINITY_DN20846_c0_g1(+)	cinxia.TRINITY_DN20846_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20847_c0_g1(+)	cinxia.TRINITY_DN20847_c0_g1	OG0002504	584	0	0	584	1118	1117	1	0	0	0	0.00089445	0.0	0.00044723	0.00044723	225	220	1	3	0	1	0.00444444	0.01333333	0.01333333	0.01185185
melitaea_cinxia_new	TRINITY_DN20848_c0_g1(+)	cinxia.TRINITY_DN20848_c0_g1	NA	120	0	0	120	223	223	0	0	0	0	0.0	0.0	0.0	0.0	38	35	1	1	0	1	0.02631579	0.02631579	0.05263158	0.04385965
melitaea_cinxia_new	TRINITY_DN20851_c0_g1(+)	cinxia.TRINITY_DN20851_c0_g1	NA	38	0	0	38	69	68	1	0	0	0	0.01449275	0.0	0.00724638	0.00724638	18	18	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20857_c0_g1(+)	cinxia.TRINITY_DN20857_c0_g1	NA	27	0	0	27	50	50	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20859_c0_g1(+)	cinxia.TRINITY_DN20859_c0_g1	NA	68	0	0	68	135	135	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20862_c0_g1(+)	cinxia.TRINITY_DN20862_c0_g1	NA	224	1	0	223	399	396	1	2	0	0	0.00250627	0.00501253	0.0037594	0.0037594	94	86	2	5	1	0	0.03191489	0.06382979	0.04255319	0.04432624
melitaea_cinxia_new	TRINITY_DN20865_c0_g1(+)	cinxia.TRINITY_DN20865_c0_g1	NA	77	0	0	77	142	139	0	0	3	0	0.02112676	0.02112676	0.01056338	0.01408451	40	39	1	0	0	0	0.025	0.0	0.0125	0.0125
melitaea_cinxia_new	TRINITY_DN20867_c0_g1(-)	cinxia.TRINITY_DN20867_c0_g1	OG0001335	332	1	0	331	639	639	0	0	0	0	0.0	0.0	0.0	0.0	175	170	0	5	0	0	0.0	0.02857143	0.01428571	0.01428571
melitaea_cinxia_new	TRINITY_DN20869_c0_g1(+)	cinxia.TRINITY_DN20869_c0_g1	OG0001938	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20873_c0_g1(-)	cinxia.TRINITY_DN20873_c0_g1	NA	398	0	0	398	775	774	0	0	0	1	0.0	0.0	0.00129032	0.00086021	135	129	0	0	0	6	0.0	0.0	0.04444444	0.02962963
melitaea_cinxia_new	TRINITY_DN20875_c0_g1(+)	cinxia.TRINITY_DN20875_c0_g1	OG0002764	94	0	0	94	178	178	0	0	0	0	0.0	0.0	0.0	0.0	30	29	0	1	0	0	0.0	0.03333333	0.01666667	0.01666667
melitaea_cinxia_new	TRINITY_DN20876_c0_g1(-)	cinxia.TRINITY_DN20876_c0_g1	OG0003237	69	0	0	69	128	128	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20878_c0_g1(-)	cinxia.TRINITY_DN20878_c0_g1	NA	599	0	0	599	1155	1155	0	0	0	0	0.0	0.0	0.0	0.0	242	239	1	2	0	0	0.00413223	0.00826446	0.00619835	0.00619835
melitaea_cinxia_new	TRINITY_DN20879_c0_g1(+)	cinxia.TRINITY_DN20879_c0_g1	OG0001536	387	0	0	387	740	740	0	0	0	0	0.0	0.0	0.0	0.0	147	144	1	2	0	0	0.00680272	0.01360544	0.01020408	0.01020408
melitaea_cinxia_new	TRINITY_DN20881_c0_g2(-)	cinxia.TRINITY_DN20881_c0_g2	NA	66	0	0	66	124	124	0	0	0	0	0.0	0.0	0.0	0.0	37	36	0	1	0	0	0.0	0.02702703	0.01351351	0.01351351
melitaea_cinxia_new	TRINITY_DN20882_c0_g1(-)	cinxia.TRINITY_DN20882_c0_g1	NA	239	0	1	238	436	436	0	0	0	0	0.0	0.0	0.0	0.0	119	112	3	1	1	2	0.03361345	0.01680672	0.03781513	0.03361345
melitaea_cinxia_new	TRINITY_DN20883_c0_g1(+)	cinxia.TRINITY_DN20883_c0_g1	NA	9	0	0	9	17	17	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20884_c1_g1(+)	cinxia.TRINITY_DN20884_c1_g1	NA	159	0	1	158	276	272	4	0	0	0	0.01449275	0.0	0.00724638	0.00724638	53	50	2	0	1	0	0.05660377	0.01886792	0.02830189	0.03144654
melitaea_cinxia_new	TRINITY_DN20885_c0_g1(+)	cinxia.TRINITY_DN20885_c0_g1	NA	27	0	0	27	49	49	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20887_c0_g1(-)	cinxia.TRINITY_DN20887_c0_g1	NA	126	0	0	126	228	222	1	4	1	0	0.00877193	0.02192982	0.01315789	0.01388889	37	35	1	1	0	0	0.02702703	0.02702703	0.02702703	0.02702703
melitaea_cinxia_new	TRINITY_DN20889_c0_g1(-)	cinxia.TRINITY_DN20889_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20891_c0_g1(-)	cinxia.TRINITY_DN20891_c0_g1	OG0002291	112	0	0	112	219	219	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20892_c0_g1(+)	cinxia.TRINITY_DN20892_c0_g1	OG0002406	172	0	0	172	316	316	0	0	0	0	0.0	0.0	0.0	0.0	76	72	1	3	0	0	0.01315789	0.03947368	0.02631579	0.02631579
melitaea_cinxia_new	TRINITY_DN20897_c0_g1(+)	cinxia.TRINITY_DN20897_c0_g1	NA	189	0	0	189	361	360	0	1	0	0	0.0	0.00277008	0.00138504	0.00138504	81	80	1	0	0	0	0.01234568	0.0	0.00617284	0.00617284
melitaea_cinxia_new	TRINITY_DN20899_c0_g1(+)	cinxia.TRINITY_DN20899_c0_g1	OG0001392	421	0	0	421	777	777	0	0	0	0	0.0	0.0	0.0	0.0	176	168	3	4	1	0	0.02272727	0.02840909	0.02272727	0.02367424
melitaea_cinxia_new	TRINITY_DN20900_c0_g1(+)	cinxia.TRINITY_DN20900_c0_g1	NA	56	0	0	56	107	107	0	0	0	0	0.0	0.0	0.0	0.0	14	13	0	1	0	0	0.0	0.07142857	0.03571429	0.03571429
melitaea_cinxia_new	TRINITY_DN20904_c0_g1(+)	cinxia.TRINITY_DN20904_c0_g1	OG0002294	237	0	0	237	459	459	0	0	0	0	0.0	0.0	0.0	0.0	85	84	0	1	0	0	0.0	0.01176471	0.00588235	0.00588235
melitaea_cinxia_new	TRINITY_DN20908_c0_g1(+)	cinxia.TRINITY_DN20908_c0_g1	OG0004354	142	0	0	142	274	274	0	0	0	0	0.0	0.0	0.0	0.0	52	48	0	1	3	0	0.05769231	0.07692308	0.03846154	0.04807692
melitaea_cinxia_new	TRINITY_DN20910_c0_g1(+)	cinxia.TRINITY_DN20910_c0_g1	NA	101	0	0	101	197	197	0	0	0	0	0.0	0.0	0.0	0.0	35	34	0	1	0	0	0.0	0.02857143	0.01428571	0.01428571
melitaea_cinxia_new	TRINITY_DN20913_c0_g1(+)	cinxia.TRINITY_DN20913_c0_g1	NA	6	0	0	6	13	13	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20914_c0_g1(-)	cinxia.TRINITY_DN20914_c0_g1	NA	87	0	0	87	169	169	0	0	0	0	0.0	0.0	0.0	0.0	34	34	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20916_c0_g1(+)	cinxia.TRINITY_DN20916_c0_g1	NA	46	0	0	46	90	90	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20920_c0_g1(-)	cinxia.TRINITY_DN20920_c0_g1	NA	136	0	0	136	254	254	0	0	0	0	0.0	0.0	0.0	0.0	62	59	2	0	1	0	0.0483871	0.01612903	0.02419355	0.02688172
melitaea_cinxia_new	TRINITY_DN20923_c0_g1(+)	cinxia.TRINITY_DN20923_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20926_c0_g1(-)	cinxia.TRINITY_DN20926_c0_g1	NA	133	0	1	132	242	242	0	0	0	0	0.0	0.0	0.0	0.0	48	44	2	0	0	2	0.04166667	0.0	0.0625	0.04861111
melitaea_cinxia_new	TRINITY_DN20928_c0_g1(+)	cinxia.TRINITY_DN20928_c0_g1	NA	182	1	0	181	342	341	1	0	0	0	0.00292398	0.0	0.00146199	0.00146199	76	74	0	1	0	1	0.0	0.01315789	0.01973684	0.01535087
melitaea_cinxia_new	TRINITY_DN20929_c0_g1(-)	cinxia.TRINITY_DN20929_c0_g1	NA	55	0	0	55	100	97	3	0	0	0	0.03	0.0	0.015	0.015	20	18	1	1	0	0	0.05	0.05	0.05	0.05
melitaea_cinxia_new	TRINITY_DN20930_c0_g1(+)	cinxia.TRINITY_DN20930_c0_g1	NA	191	0	0	191	352	352	0	0	0	0	0.0	0.0	0.0	0.0	80	76	1	3	0	0	0.0125	0.0375	0.025	0.025
melitaea_cinxia_new	TRINITY_DN20931_c0_g1(-)	cinxia.TRINITY_DN20931_c0_g1	OG0003006	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20936_c0_g1(+)	cinxia.TRINITY_DN20936_c0_g1	NA	47	0	0	47	87	87	0	0	0	0	0.0	0.0	0.0	0.0	13	12	0	1	0	0	0.0	0.07692308	0.03846154	0.03846154
melitaea_cinxia_new	TRINITY_DN20937_c0_g1(+)	cinxia.TRINITY_DN20937_c0_g1	NA	62	0	1	61	115	115	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20938_c0_g1(-)	cinxia.TRINITY_DN20938_c0_g1	NA	313	0	0	313	594	593	0	1	0	0	0.0	0.0016835	0.00084175	0.00084175	153	151	0	1	0	1	0.0	0.00653595	0.00980392	0.00762527
melitaea_cinxia_new	TRINITY_DN20940_c0_g1(+)	cinxia.TRINITY_DN20940_c0_g1	NA	83	0	0	83	159	159	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20942_c0_g1(+)	cinxia.TRINITY_DN20942_c0_g1	OG0001942	141	0	0	141	264	264	0	0	0	0	0.0	0.0	0.0	0.0	54	53	0	1	0	0	0.0	0.01851852	0.00925926	0.00925926
melitaea_cinxia_new	TRINITY_DN20944_c0_g1(+)	cinxia.TRINITY_DN20944_c0_g1	OG0002560	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20945_c0_g1(+)	cinxia.TRINITY_DN20945_c0_g1	NA	285	0	0	285	515	512	0	0	3	0	0.00582524	0.00582524	0.00291262	0.00388349	134	129	0	0	5	0	0.03731343	0.03731343	0.01865672	0.02487562
melitaea_cinxia_new	TRINITY_DN20946_c0_g1(+)	cinxia.TRINITY_DN20946_c0_g1	NA	78	0	0	78	139	139	0	0	0	0	0.0	0.0	0.0	0.0	24	20	1	1	0	2	0.04166667	0.04166667	0.125	0.09722222
melitaea_cinxia_new	TRINITY_DN20947_c0_g1(+)	cinxia.TRINITY_DN20947_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20949_c0_g1(-)	cinxia.TRINITY_DN20949_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN20950_c0_g1(+)	cinxia.TRINITY_DN20950_c0_g1	NA	285	0	0	285	533	533	0	0	0	0	0.0	0.0	0.0	0.0	106	103	1	1	0	1	0.00943396	0.00943396	0.01886792	0.01572327
melitaea_cinxia_new	TRINITY_DN20954_c0_g1(+)	cinxia.TRINITY_DN20954_c0_g1	OG0002419	135	0	0	135	256	256	0	0	0	0	0.0	0.0	0.0	0.0	54	51	0	2	1	0	0.01851852	0.05555556	0.02777778	0.0308642
melitaea_cinxia_new	TRINITY_DN20955_c0_g1(+)	cinxia.TRINITY_DN20955_c0_g1	NA	107	0	0	107	200	198	1	1	0	0	0.005	0.005	0.005	0.005	43	42	0	1	0	0	0.0	0.02325581	0.01162791	0.01162791
melitaea_cinxia_new	TRINITY_DN20956_c0_g1(+)	cinxia.TRINITY_DN20956_c0_g1	NA	184	0	1	183	331	328	0	3	0	0	0.0	0.00906344	0.00453172	0.00453172	57	56	0	0	0	1	0.0	0.0	0.01754386	0.01169591
melitaea_cinxia_new	TRINITY_DN20958_c0_g2(+)	cinxia.TRINITY_DN20958_c0_g2	NA	62	0	0	62	115	114	0	1	0	0	0.0	0.00869565	0.00434783	0.00434783	22	20	1	1	0	0	0.04545455	0.04545455	0.04545455	0.04545455
melitaea_cinxia_new	TRINITY_DN20961_c0_g1(-)	cinxia.TRINITY_DN20961_c0_g1	NA	494	0	0	494	976	976	0	0	0	0	0.0	0.0	0.0	0.0	232	232	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20962_c0_g1(+)	cinxia.TRINITY_DN20962_c0_g1	NA	69	0	1	68	128	127	0	1	0	0	0.0	0.0078125	0.00390625	0.00390625	33	31	2	0	0	0	0.06060606	0.0	0.03030303	0.03030303
melitaea_cinxia_new	TRINITY_DN20965_c0_g1(+)	cinxia.TRINITY_DN20965_c0_g1	NA	145	0	0	145	276	276	0	0	0	0	0.0	0.0	0.0	0.0	53	52	0	1	0	0	0.0	0.01886792	0.00943396	0.00943396
melitaea_cinxia_new	TRINITY_DN20968_c0_g1(+)	cinxia.TRINITY_DN20968_c0_g1	NA	134	0	0	134	233	231	0	2	0	0	0.0	0.00858369	0.00429185	0.00429185	54	48	2	3	0	1	0.03703704	0.05555556	0.06481481	0.05864197
melitaea_cinxia_new	TRINITY_DN20975_c0_g1(-)	cinxia.TRINITY_DN20975_c0_g1	OG0001499	370	0	0	370	695	693	0	2	0	0	0.0	0.0028777	0.00143885	0.00143885	156	152	0	3	0	1	0.0	0.01923077	0.01602564	0.01388889
melitaea_cinxia_new	TRINITY_DN20976_c0_g1(+)	cinxia.TRINITY_DN20976_c0_g1	NA	46	0	1	45	88	88	0	0	0	0	0.0	0.0	0.0	0.0	22	21	0	1	0	0	0.0	0.04545455	0.02272727	0.02272727
melitaea_cinxia_new	TRINITY_DN20977_c0_g1(+)	cinxia.TRINITY_DN20977_c0_g1	NA	55	0	0	55	101	101	0	0	0	0	0.0	0.0	0.0	0.0	19	18	1	0	0	0	0.05263158	0.0	0.02631579	0.02631579
melitaea_cinxia_new	TRINITY_DN20978_c0_g2(-)	cinxia.TRINITY_DN20978_c0_g2	NA	106	0	0	106	200	198	1	0	0	1	0.005	0.0	0.0075	0.00583333	38	38	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20979_c0_g1(+)	cinxia.TRINITY_DN20979_c0_g1	NA	61	0	0	61	112	111	0	0	0	1	0.0	0.0	0.00892857	0.00595238	25	25	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20980_c0_g1(-)	cinxia.TRINITY_DN20980_c0_g1	NA	66	0	0	66	130	130	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN20983_c0_g1(+)	cinxia.TRINITY_DN20983_c0_g1	NA	169	0	0	169	315	314	0	1	0	0	0.0	0.0031746	0.0015873	0.0015873	82	80	1	1	0	0	0.01219512	0.01219512	0.01219512	0.01219512
melitaea_cinxia_new	TRINITY_DN20984_c0_g1(+)	cinxia.TRINITY_DN20984_c0_g1	OG0001295	444	0	0	444	844	844	0	0	0	0	0.0	0.0	0.0	0.0	185	181	0	3	1	0	0.00540541	0.02162162	0.01081081	0.01171171
melitaea_cinxia_new	TRINITY_DN20987_c0_g1(-)	cinxia.TRINITY_DN20987_c0_g1	OG0001419	149	0	0	149	275	275	0	0	0	0	0.0	0.0	0.0	0.0	49	48	0	1	0	0	0.0	0.02040816	0.01020408	0.01020408
