species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_TL_GA42A	0_pi_TL_GA42D	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_TL_GA42A	4_pi_TL_GA42D	4_pi_between	4_pi_total
thymelicus_lineola	TRINITY_DN35622_c2_g1(-)	lineola.TRINITY_DN35622_c2_g1	OG0003413	252	0	0	252	448	447	1	0	0	0	0.00223214	0.0	0.00111607	0.00111607	106	99	2	3	0	2	0.01886792	0.02830189	0.04245283	0.03616352
thymelicus_lineola	TRINITY_DN35623_c3_g1(-)	lineola.TRINITY_DN35623_c3_g1	NA	23	0	0	23	44	44	0	0	0	0	0.0	0.0	0.0	0.0	2	1	1	0	0	0	0.5	0.0	0.25	0.25
thymelicus_lineola	TRINITY_DN35623_c3_g4(-)	lineola.TRINITY_DN35623_c3_g4	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_lineola	TRINITY_DN35625_c0_g1(+)	lineola.TRINITY_DN35625_c0_g1	NA	187	0	0	187	338	333	0	4	1	0	0.00295858	0.0147929	0.00739645	0.00788955	76	74	0	2	0	0	0.0	0.02631579	0.01315789	0.01315789
thymelicus_lineola	TRINITY_DN35626_c6_g1(-)	lineola.TRINITY_DN35626_c6_g1	NA	260	0	0	260	502	502	0	0	0	0	0.0	0.0	0.0	0.0	140	140	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35627_c0_g1(+)	lineola.TRINITY_DN35627_c0_g1	OG0001495	611	0	0	611	1185	1185	0	0	0	0	0.0	0.0	0.0	0.0	283	280	0	2	1	0	0.00353357	0.01060071	0.00530035	0.00588928
thymelicus_lineola	TRINITY_DN35628_c0_g1(+)	lineola.TRINITY_DN35628_c0_g1	NA	374	0	0	374	691	687	1	3	0	0	0.00144718	0.00434153	0.00289436	0.00289436	146	139	3	2	2	0	0.03424658	0.02739726	0.0239726	0.02625571
thymelicus_lineola	TRINITY_DN35631_c0_g1(-)	lineola.TRINITY_DN35631_c0_g1	NA	169	0	0	169	324	324	0	0	0	0	0.0	0.0	0.0	0.0	80	80	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35632_c3_g1(-)	lineola.TRINITY_DN35632_c3_g1	NA	46	0	0	46	84	83	0	1	0	0	0.0	0.01190476	0.00595238	0.00595238	21	21	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35633_c0_g1(-)	lineola.TRINITY_DN35633_c0_g1	NA	116	0	0	116	215	215	0	0	0	0	0.0	0.0	0.0	0.0	66	66	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35634_c0_g1(-)	lineola.TRINITY_DN35634_c0_g1	NA	136	1	0	135	262	262	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35639_c0_g2(-)	lineola.TRINITY_DN35639_c0_g2	NA	139	0	0	139	273	273	0	0	0	0	0.0	0.0	0.0	0.0	72	71	0	0	1	0	0.01388889	0.01388889	0.00694444	0.00925926
thymelicus_lineola	TRINITY_DN35640_c0_g1(-)	lineola.TRINITY_DN35640_c0_g1	NA	79	0	0	79	148	148	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35642_c1_g1(+)	lineola.TRINITY_DN35642_c1_g1	NA	6	0	0	6	13	13	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35645_c0_g1(-)	lineola.TRINITY_DN35645_c0_g1	OG0003238	415	0	0	415	777	776	0	0	0	1	0.0	0.0	0.001287	0.000858	163	153	0	9	0	1	0.0	0.05521472	0.03374233	0.03169734
thymelicus_lineola	TRINITY_DN35646_c0_g1(-)	lineola.TRINITY_DN35646_c0_g1	NA	12	0	0	12	23	23	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35647_c0_g1(+)	lineola.TRINITY_DN35647_c0_g1	NA	200	0	0	200	385	385	0	0	0	0	0.0	0.0	0.0	0.0	77	77	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35650_c0_g1(+)	lineola.TRINITY_DN35650_c0_g1	NA	126	0	0	126	230	227	0	3	0	0	0.0	0.01304348	0.00652174	0.00652174	68	64	0	4	0	0	0.0	0.05882353	0.02941176	0.02941176
thymelicus_lineola	TRINITY_DN35651_c0_g1(-)	lineola.TRINITY_DN35651_c0_g1	OG0004235	477	0	0	477	859	858	1	0	0	0	0.00116414	0.0	0.00058207	0.00058207	210	194	5	3	8	0	0.06190476	0.05238095	0.03809524	0.04444444
thymelicus_lineola	TRINITY_DN35655_c0_g1(+)	lineola.TRINITY_DN35655_c0_g1	OG0002870	503	0	0	503	950	949	1	0	0	0	0.00105263	0.0	0.00052632	0.00052632	191	187	3	0	1	0	0.02094241	0.0052356	0.0104712	0.0113438
thymelicus_lineola	TRINITY_DN35658_c0_g1(-)	lineola.TRINITY_DN35658_c0_g1	NA	54	0	0	54	106	106	0	0	0	0	0.0	0.0	0.0	0.0	29	28	1	0	0	0	0.03448276	0.0	0.01724138	0.01724138
thymelicus_lineola	TRINITY_DN35664_c1_g1(-)	lineola.TRINITY_DN35664_c1_g1	NA	275	0	0	275	513	513	0	0	0	0	0.0	0.0	0.0	0.0	101	97	0	4	0	0	0.0	0.03960396	0.01980198	0.01980198
thymelicus_lineola	TRINITY_DN35666_c1_g1(-)	lineola.TRINITY_DN35666_c1_g1	NA	538	0	0	538	991	983	5	2	0	1	0.00504541	0.00201816	0.00454087	0.00420451	241	231	5	3	2	0	0.02904564	0.02074689	0.02074689	0.02213001
thymelicus_lineola	TRINITY_DN35667_c0_g1(+)	lineola.TRINITY_DN35667_c0_g1	NA	318	0	0	318	575	572	1	0	0	2	0.00173913	0.0	0.00434783	0.00318841	177	167	3	1	0	6	0.01694915	0.00564972	0.04519774	0.0338983
thymelicus_lineola	TRINITY_DN35671_c0_g2(+)	lineola.TRINITY_DN35671_c0_g2	NA	311	0	0	311	575	574	1	0	0	0	0.00173913	0.0	0.00086957	0.00086957	145	137	8	0	0	0	0.05517241	0.0	0.02758621	0.02758621
thymelicus_lineola	TRINITY_DN35672_c2_g1(+)	lineola.TRINITY_DN35672_c2_g1	NA	183	0	0	183	343	341	0	1	1	0	0.00291545	0.0058309	0.00291545	0.00340136	72	68	0	2	1	1	0.01388889	0.04166667	0.03472222	0.03240741
thymelicus_lineola	TRINITY_DN35673_c0_g2(-)	lineola.TRINITY_DN35673_c0_g2	NA	83	0	0	83	159	159	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35677_c0_g2(+)	lineola.TRINITY_DN35677_c0_g2	NA	302	0	0	302	558	556	1	1	0	0	0.00179211	0.00179211	0.00179211	0.00179211	124	119	0	3	0	2	0.0	0.02419355	0.02822581	0.02284946
thymelicus_lineola	TRINITY_DN35682_c0_g1(-)	lineola.TRINITY_DN35682_c0_g1	NA	239	0	0	239	464	464	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35683_c0_g2(+)	lineola.TRINITY_DN35683_c0_g2	OG0001540	520	0	0	520	982	982	0	0	0	0	0.0	0.0	0.0	0.0	249	241	5	0	0	3	0.02008032	0.0	0.02208835	0.01807229
thymelicus_lineola	TRINITY_DN35685_c0_g1(+)	lineola.TRINITY_DN35685_c0_g1	NA	107	0	0	107	198	198	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35685_c1_g1(+)	lineola.TRINITY_DN35685_c1_g1	NA	18	0	1	17	31	31	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35689_c1_g1(-)	lineola.TRINITY_DN35689_c1_g1	NA	440	0	0	440	842	841	0	0	1	0	0.00118765	0.00118765	0.00059382	0.00079176	181	178	1	2	0	0	0.00552486	0.01104972	0.00828729	0.00828729
thymelicus_lineola	TRINITY_DN35691_c1_g1(+)	lineola.TRINITY_DN35691_c1_g1	NA	156	3	0	153	228	225	1	0	2	0	0.01315789	0.00877193	0.00657895	0.00804094	66	43	5	0	18	0	0.34848485	0.27272727	0.17424242	0.21969697
thymelicus_lineola	TRINITY_DN35695_c0_g1(-)	lineola.TRINITY_DN35695_c0_g1	NA	18	0	0	18	33	31	0	2	0	0	0.0	0.06060606	0.03030303	0.03030303	4	4	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35697_c0_g1(-)	lineola.TRINITY_DN35697_c0_g1	NA	368	0	0	368	671	670	0	0	1	0	0.00149031	0.00149031	0.00074516	0.00099354	127	118	4	2	3	0	0.05511811	0.03937008	0.03543307	0.03937008
thymelicus_lineola	TRINITY_DN35698_c0_g1(-)	lineola.TRINITY_DN35698_c0_g1	NA	29	1	0	28	50	48	2	0	0	0	0.04	0.0	0.02	0.02	7	7	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35701_c0_g1(-)	lineola.TRINITY_DN35701_c0_g1	NA	216	0	0	216	407	406	1	0	0	0	0.002457	0.0	0.0012285	0.0012285	90	87	3	0	0	0	0.03333333	0.0	0.01666667	0.01666667
thymelicus_lineola	TRINITY_DN35702_c1_g1(-)	lineola.TRINITY_DN35702_c1_g1	NA	73	0	2	71	122	116	0	6	0	0	0.0	0.04918033	0.02459016	0.02459016	26	24	0	2	0	0	0.0	0.07692308	0.03846154	0.03846154
thymelicus_lineola	TRINITY_DN35705_c2_g1(+)	lineola.TRINITY_DN35705_c2_g1	NA	43	0	1	42	80	79	0	0	1	0	0.0125	0.0125	0.00625	0.00833333	15	15	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35711_c0_g1(-)	lineola.TRINITY_DN35711_c0_g1	OG0001388	174	0	0	174	329	329	0	0	0	0	0.0	0.0	0.0	0.0	62	61	0	0	1	0	0.01612903	0.01612903	0.00806452	0.01075269
thymelicus_lineola	TRINITY_DN35714_c1_g1(-)	lineola.TRINITY_DN35714_c1_g1	NA	495	0	0	495	918	918	0	0	0	0	0.0	0.0	0.0	0.0	260	246	4	3	7	0	0.04230769	0.03846154	0.02692308	0.03141026
thymelicus_lineola	TRINITY_DN35715_c0_g1(+)	lineola.TRINITY_DN35715_c0_g1	NA	481	0	0	481	917	916	1	0	0	0	0.00109051	0.0	0.00054526	0.00054526	252	238	5	4	5	0	0.03968254	0.03571429	0.02777778	0.03108466
thymelicus_lineola	TRINITY_DN35716_c0_g1(-)	lineola.TRINITY_DN35716_c0_g1	NA	483	0	1	482	902	900	1	1	0	0	0.00110865	0.00110865	0.00110865	0.00110865	211	206	0	3	2	0	0.00947867	0.02369668	0.01184834	0.01342812
thymelicus_lineola	TRINITY_DN35719_c1_g1(-)	lineola.TRINITY_DN35719_c1_g1	NA	311	1	1	309	585	585	0	0	0	0	0.0	0.0	0.0	0.0	158	153	0	0	3	2	0.01898734	0.01898734	0.0221519	0.02109705
thymelicus_lineola	TRINITY_DN35720_c0_g1(-)	lineola.TRINITY_DN35720_c0_g1	NA	590	0	1	589	1123	1123	0	0	0	0	0.0	0.0	0.0	0.0	310	298	5	1	6	0	0.03548387	0.02258065	0.01935484	0.02258065
thymelicus_lineola	TRINITY_DN35721_c0_g1(+)	lineola.TRINITY_DN35721_c0_g1	NA	262	0	0	262	481	480	0	0	1	0	0.002079	0.002079	0.0010395	0.001386	124	116	1	3	4	0	0.04032258	0.05645161	0.03225806	0.0376344
thymelicus_lineola	TRINITY_DN35723_c0_g1(+)	lineola.TRINITY_DN35723_c0_g1	NA	1000	0	0	1000	1875	1874	0	1	0	0	0.0	0.00053333	0.00026667	0.00026667	445	429	0	16	0	0	0.0	0.03595506	0.01797753	0.01797753
thymelicus_lineola	TRINITY_DN35725_c0_g1(-)	lineola.TRINITY_DN35725_c0_g1	NA	303	0	0	303	559	557	1	0	1	0	0.00357782	0.00178891	0.00178891	0.00208706	118	114	0	3	1	0	0.00847458	0.03389831	0.01694915	0.01836158
thymelicus_lineola	TRINITY_DN35726_c0_g1(+)	lineola.TRINITY_DN35726_c0_g1	OG0002128	187	0	0	187	345	345	0	0	0	0	0.0	0.0	0.0	0.0	82	80	0	1	0	1	0.0	0.01219512	0.01829268	0.01422764
thymelicus_lineola	TRINITY_DN35729_c0_g1(+)	lineola.TRINITY_DN35729_c0_g1	NA	338	0	0	338	622	620	1	0	0	1	0.00160772	0.0	0.00241158	0.00187567	149	142	5	0	0	2	0.03355705	0.0	0.03020134	0.02572707
thymelicus_lineola	TRINITY_DN35730_c0_g1(+)	lineola.TRINITY_DN35730_c0_g1	NA	21	0	0	21	43	43	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35731_c0_g1(-)	lineola.TRINITY_DN35731_c0_g1	OG0001358	698	0	0	698	1313	1308	0	4	0	1	0.0	0.00304646	0.00228484	0.00203097	299	294	0	2	0	3	0.0	0.00668896	0.01337793	0.01003345
thymelicus_lineola	TRINITY_DN35732_c0_g1(+)	lineola.TRINITY_DN35732_c0_g1	NA	28	0	1	27	49	49	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35733_c1_g1(-)	lineola.TRINITY_DN35733_c1_g1	NA	637	0	0	637	1203	1203	0	0	0	0	0.0	0.0	0.0	0.0	341	333	8	0	0	0	0.02346041	0.0	0.01173021	0.01173021
thymelicus_lineola	TRINITY_DN35736_c0_g1(+)	lineola.TRINITY_DN35736_c0_g1	OG0003948	290	0	0	290	537	537	0	0	0	0	0.0	0.0	0.0	0.0	116	111	2	3	0	0	0.01724138	0.02586207	0.02155172	0.02155172
thymelicus_lineola	TRINITY_DN35738_c0_g1(+)	lineola.TRINITY_DN35738_c0_g1	OG0002764	320	0	0	320	602	600	0	2	0	0	0.0	0.00332226	0.00166113	0.00166113	111	106	0	4	1	0	0.00900901	0.04504505	0.02252252	0.02402402
thymelicus_lineola	TRINITY_DN35739_c0_g1(-)	lineola.TRINITY_DN35739_c0_g1	NA	208	0	0	208	377	373	1	1	2	0	0.00795756	0.00795756	0.00530504	0.00618921	91	89	0	2	0	0	0.0	0.02197802	0.01098901	0.01098901
thymelicus_lineola	TRINITY_DN35742_c0_g1(-)	lineola.TRINITY_DN35742_c0_g1	NA	109	0	0	109	210	209	0	0	1	0	0.0047619	0.0047619	0.00238095	0.0031746	38	38	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35743_c3_g1(-)	lineola.TRINITY_DN35743_c3_g1	NA	441	0	0	441	828	828	0	0	0	0	0.0	0.0	0.0	0.0	212	207	0	0	5	0	0.02358491	0.02358491	0.01179245	0.01572327
thymelicus_lineola	TRINITY_DN35744_c0_g1(-)	lineola.TRINITY_DN35744_c0_g1	NA	126	0	0	126	227	227	0	0	0	0	0.0	0.0	0.0	0.0	61	57	0	4	0	0	0.0	0.06557377	0.03278689	0.03278689
thymelicus_lineola	TRINITY_DN35745_c1_g1(+)	lineola.TRINITY_DN35745_c1_g1	NA	28	0	0	28	49	49	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35745_c1_g3(+)	lineola.TRINITY_DN35745_c1_g3	NA	38	0	0	38	75	75	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35748_c3_g1(-)	lineola.TRINITY_DN35748_c3_g1	NA	52	0	0	52	103	103	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35748_c3_g2(+)	lineola.TRINITY_DN35748_c3_g2	NA	59	1	0	58	102	101	0	1	0	0	0.0	0.00980392	0.00490196	0.00490196	14	13	0	1	0	0	0.0	0.07142857	0.03571429	0.03571429
thymelicus_lineola	TRINITY_DN35749_c0_g1(+)	lineola.TRINITY_DN35749_c0_g1	OG0001743	266	0	1	265	501	501	0	0	0	0	0.0	0.0	0.0	0.0	94	91	2	0	1	0	0.03191489	0.0106383	0.01595745	0.0177305
thymelicus_lineola	TRINITY_DN35750_c2_g1(-)	lineola.TRINITY_DN35750_c2_g1	NA	80	0	0	80	152	152	0	0	0	0	0.0	0.0	0.0	0.0	26	25	1	0	0	0	0.03846154	0.0	0.01923077	0.01923077
thymelicus_lineola	TRINITY_DN35750_c3_g1(-)	lineola.TRINITY_DN35750_c3_g1	NA	55	0	0	55	113	113	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35751_c0_g1(+)	lineola.TRINITY_DN35751_c0_g1	NA	187	0	0	187	328	327	1	0	0	0	0.00304878	0.0	0.00152439	0.00152439	67	59	1	5	1	1	0.02985075	0.08955224	0.06716418	0.06467662
thymelicus_lineola	TRINITY_DN35756_c0_g1(-)	lineola.TRINITY_DN35756_c0_g1	NA	152	0	0	152	270	267	0	1	1	1	0.0037037	0.00740741	0.00740741	0.00679012	66	63	1	1	0	1	0.01515152	0.01515152	0.03030303	0.02525253
thymelicus_lineola	TRINITY_DN35757_c0_g1(-)	lineola.TRINITY_DN35757_c0_g1	NA	165	0	0	165	318	318	0	0	0	0	0.0	0.0	0.0	0.0	84	82	2	0	0	0	0.02380952	0.0	0.01190476	0.01190476
thymelicus_lineola	TRINITY_DN35758_c0_g1(+)	lineola.TRINITY_DN35758_c0_g1	NA	37	0	1	36	62	56	0	4	0	2	0.0	0.06451613	0.06451613	0.05376344	12	12	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35759_c0_g1(+)	lineola.TRINITY_DN35759_c0_g1	NA	19	0	0	19	38	38	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35760_c1_g2(-)	lineola.TRINITY_DN35760_c1_g2	NA	89	0	0	89	161	161	0	0	0	0	0.0	0.0	0.0	0.0	40	39	1	0	0	0	0.025	0.0	0.0125	0.0125
thymelicus_lineola	TRINITY_DN35762_c0_g1(+)	lineola.TRINITY_DN35762_c0_g1	OG0004477	618	0	0	618	1155	1155	0	0	0	0	0.0	0.0	0.0	0.0	246	236	0	8	0	2	0.0	0.03252033	0.02439024	0.02168021
thymelicus_lineola	TRINITY_DN35763_c0_g1(+)	lineola.TRINITY_DN35763_c0_g1	NA	73	0	0	73	151	151	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35764_c0_g1(+)	lineola.TRINITY_DN35764_c0_g1	NA	47	0	0	47	85	85	0	0	0	0	0.0	0.0	0.0	0.0	28	26	2	0	0	0	0.07142857	0.0	0.03571429	0.03571429
thymelicus_lineola	TRINITY_DN35766_c0_g2(-)	lineola.TRINITY_DN35766_c0_g2	OG0001513	197	0	0	197	374	374	0	0	0	0	0.0	0.0	0.0	0.0	87	85	1	0	0	1	0.01149425	0.0	0.01724138	0.01340996
thymelicus_lineola	TRINITY_DN35767_c0_g1(+)	lineola.TRINITY_DN35767_c0_g1	NA	477	0	0	477	850	839	4	5	1	1	0.00588235	0.00705882	0.00705882	0.00686274	197	177	6	11	2	1	0.04060914	0.06598985	0.05329949	0.05329949
thymelicus_lineola	TRINITY_DN35768_c1_g1(-)	lineola.TRINITY_DN35768_c1_g1	NA	191	0	0	191	354	351	2	0	1	0	0.00847458	0.00282486	0.00423729	0.0047081	86	78	1	4	2	1	0.03488372	0.06976744	0.05232558	0.05232558
thymelicus_lineola	TRINITY_DN35768_c1_g2(+)	lineola.TRINITY_DN35768_c1_g2	NA	154	0	0	154	291	290	0	0	0	1	0.0	0.0	0.00343643	0.00229095	81	81	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35769_c0_g1(-)	lineola.TRINITY_DN35769_c0_g1	NA	22	0	0	22	38	38	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35770_c0_g1(+)	lineola.TRINITY_DN35770_c0_g1	NA	276	0	0	276	509	509	0	0	0	0	0.0	0.0	0.0	0.0	171	163	2	4	1	1	0.01754386	0.02923977	0.02631579	0.02534113
thymelicus_lineola	TRINITY_DN35771_c2_g1(-)	lineola.TRINITY_DN35771_c2_g1	NA	143	0	0	143	270	270	0	0	0	0	0.0	0.0	0.0	0.0	51	51	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35772_c1_g1(+)	lineola.TRINITY_DN35772_c1_g1	NA	560	0	0	560	1060	1060	0	0	0	0	0.0	0.0	0.0	0.0	288	278	1	6	3	0	0.01388889	0.03125	0.01736111	0.01909722
thymelicus_lineola	TRINITY_DN35775_c0_g1(-)	lineola.TRINITY_DN35775_c0_g1	OG0003362	415	0	0	415	792	792	0	0	0	0	0.0	0.0	0.0	0.0	151	147	1	1	2	0	0.01986755	0.01986755	0.01324503	0.01545254
thymelicus_lineola	TRINITY_DN35776_c0_g1(+)	lineola.TRINITY_DN35776_c0_g1	NA	76	0	0	76	140	138	1	0	0	1	0.00714286	0.0	0.01071429	0.00833334	31	29	2	0	0	0	0.06451613	0.0	0.03225806	0.03225806
thymelicus_lineola	TRINITY_DN35777_c0_g1(+)	lineola.TRINITY_DN35777_c0_g1	NA	40	0	0	40	72	72	0	0	0	0	0.0	0.0	0.0	0.0	18	17	0	1	0	0	0.0	0.05555556	0.02777778	0.02777778
thymelicus_lineola	TRINITY_DN35781_c0_g1(-)	lineola.TRINITY_DN35781_c0_g1	NA	374	0	0	374	715	715	0	0	0	0	0.0	0.0	0.0	0.0	135	131	1	1	2	0	0.02222222	0.02222222	0.01481481	0.01728395
thymelicus_lineola	TRINITY_DN35783_c0_g1(-)	lineola.TRINITY_DN35783_c0_g1	NA	295	0	1	294	532	510	1	14	1	6	0.0037594	0.02819549	0.02631579	0.02286967	123	118	0	4	0	1	0.0	0.03252033	0.02439024	0.02168021
thymelicus_lineola	TRINITY_DN35785_c0_g1(+)	lineola.TRINITY_DN35785_c0_g1	NA	78	0	0	78	137	136	0	0	0	1	0.0	0.0	0.00729927	0.00486618	30	28	2	0	0	0	0.06666667	0.0	0.03333333	0.03333333
thymelicus_lineola	TRINITY_DN35787_c0_g1(+)	lineola.TRINITY_DN35787_c0_g1	NA	404	0	0	404	754	749	3	1	1	0	0.00530504	0.00265252	0.00331565	0.00353669	159	154	1	4	0	0	0.00628931	0.02515723	0.01572327	0.01572327
thymelicus_lineola	TRINITY_DN35789_c3_g1(-)	lineola.TRINITY_DN35789_c3_g1	NA	119	1	1	117	203	202	0	0	1	0	0.00492611	0.00492611	0.00246305	0.00328407	56	50	2	1	3	0	0.08928571	0.07142857	0.05357143	0.0625
thymelicus_lineola	TRINITY_DN35790_c0_g1(+)	lineola.TRINITY_DN35790_c0_g1	NA	65	0	0	65	123	122	0	1	0	0	0.0	0.00813008	0.00406504	0.00406504	21	20	0	1	0	0	0.0	0.04761905	0.02380952	0.02380952
thymelicus_lineola	TRINITY_DN35791_c0_g1(-)	lineola.TRINITY_DN35791_c0_g1	NA	430	0	0	430	805	801	4	0	0	0	0.00496894	0.0	0.00248447	0.00248447	197	191	6	0	0	0	0.03045685	0.0	0.01522843	0.01522843
thymelicus_lineola	TRINITY_DN35792_c0_g1(-)	lineola.TRINITY_DN35792_c0_g1	NA	115	0	0	115	221	221	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35795_c0_g2(+)	lineola.TRINITY_DN35795_c0_g2	NA	60	0	0	60	110	109	1	0	0	0	0.00909091	0.0	0.00454545	0.00454545	23	22	0	0	1	0	0.04347826	0.04347826	0.02173913	0.02898551
thymelicus_lineola	TRINITY_DN35797_c0_g2(+)	lineola.TRINITY_DN35797_c0_g2	NA	53	0	2	51	99	99	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35799_c1_g1(-)	lineola.TRINITY_DN35799_c1_g1	NA	80	0	1	79	150	146	2	0	2	0	0.02666667	0.01333333	0.01333333	0.01555555	29	28	0	0	1	0	0.03448276	0.03448276	0.01724138	0.02298851
thymelicus_lineola	TRINITY_DN35799_c1_g2(-)	lineola.TRINITY_DN35799_c1_g2	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35800_c0_g1(+)	lineola.TRINITY_DN35800_c0_g1	NA	91	0	0	91	163	162	1	0	0	0	0.00613497	0.0	0.00306748	0.00306748	35	31	1	0	0	3	0.02857143	0.0	0.1	0.07142857
thymelicus_lineola	TRINITY_DN35801_c0_g1(-)	lineola.TRINITY_DN35801_c0_g1	NA	489	1	0	488	938	937	0	1	0	0	0.0	0.0010661	0.00053305	0.00053305	240	236	0	3	1	0	0.00416667	0.01666667	0.00833333	0.00902778
thymelicus_lineola	TRINITY_DN35802_c0_g1(+)	lineola.TRINITY_DN35802_c0_g1	NA	718	0	0	718	1397	1397	0	0	0	0	0.0	0.0	0.0	0.0	335	335	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN35806_c1_g1(-)	lineola.TRINITY_DN35806_c1_g1	OG0001515	260	0	0	260	476	476	0	0	0	0	0.0	0.0	0.0	0.0	142	127	7	2	6	0	0.0915493	0.05633803	0.0528169	0.05985915
thymelicus_lineola	TRINITY_DN35808_c0_g2(+)	lineola.TRINITY_DN35808_c0_g2	OG0004365	423	1	0	422	796	796	0	0	0	0	0.0	0.0	0.0	0.0	230	224	3	1	2	0	0.02173913	0.01304348	0.01304348	0.01449275
thymelicus_lineola	TRINITY_DN35810_c0_g1(+)	lineola.TRINITY_DN35810_c0_g1	NA	520	0	1	519	953	948	3	0	0	2	0.00314795	0.0	0.00367261	0.00297306	193	186	6	0	0	1	0.03108808	0.0	0.02072539	0.01899827
thymelicus_lineola	TRINITY_DN35812_c1_g1(+)	lineola.TRINITY_DN35812_c1_g1	OG0001727	192	1	0	191	345	345	0	0	0	0	0.0	0.0	0.0	0.0	77	71	5	0	0	1	0.06493506	0.0	0.04545455	0.04112554
thymelicus_lineola	TRINITY_DN35813_c0_g1(+)	lineola.TRINITY_DN35813_c0_g1	NA	154	0	0	154	288	288	0	0	0	0	0.0	0.0	0.0	0.0	64	61	1	0	0	2	0.015625	0.0	0.0390625	0.02864583
thymelicus_lineola	TRINITY_DN35814_c0_g1(-)	lineola.TRINITY_DN35814_c0_g1	NA	74	0	0	74	145	145	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
