species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_II_116	0_pi_II_368	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_II_116	4_pi_II_368	4_pi_between	4_pi_total
inachis_io	TRINITY_DN19839_c0_g2(+)	io.TRINITY_DN19839_c0_g2	NA	269	0	0	269	517	517	0	0	0	0	0.0	0.0	0.0	0.0	114	114	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19840_c5_g4(+)	io.TRINITY_DN19840_c5_g4	NA	365	0	0	365	706	706	0	0	0	0	0.0	0.0	0.0	0.0	136	136	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19841_c0_g1(+)	io.TRINITY_DN19841_c0_g1	NA	513	0	0	513	985	985	0	0	0	0	0.0	0.0	0.0	0.0	241	238	2	1	0	0	0.00829876	0.00414938	0.00622407	0.00622407
inachis_io	TRINITY_DN19841_c0_g2(+)	io.TRINITY_DN19841_c0_g2	NA	149	0	0	149	286	286	0	0	0	0	0.0	0.0	0.0	0.0	53	52	0	0	0	1	0.0	0.0	0.01886792	0.01257861
inachis_io	TRINITY_DN19842_c0_g1(+)	io.TRINITY_DN19842_c0_g1	NA	660	0	0	660	1273	1273	0	0	0	0	0.0	0.0	0.0	0.0	304	302	1	0	1	0	0.00657895	0.00328947	0.00328947	0.00383772
inachis_io	TRINITY_DN19843_c2_g1(+)	io.TRINITY_DN19843_c2_g1	NA	1173	0	2	1171	2228	2225	1	2	0	0	0.00044883	0.00089767	0.00067325	0.00067325	465	461	3	0	1	0	0.00860215	0.00215054	0.00430108	0.0046595
inachis_io	TRINITY_DN19843_c3_g1(+)	io.TRINITY_DN19843_c3_g1	OG0004146	418	0	1	417	812	810	1	1	0	0	0.00123153	0.00123153	0.00123153	0.00123153	145	141	1	1	1	1	0.0137931	0.0137931	0.01724138	0.01609195
inachis_io	TRINITY_DN19843_c4_g1(+)	io.TRINITY_DN19843_c4_g1	NA	324	0	0	324	631	630	1	0	0	0	0.00158479	0.0	0.00079239	0.00079239	144	143	1	0	0	0	0.00694444	0.0	0.00347222	0.00347222
inachis_io	TRINITY_DN19844_c3_g1(+)	io.TRINITY_DN19844_c3_g1	NA	577	0	0	577	1082	1074	1	2	5	0	0.00554529	0.0064695	0.00369686	0.00446704	229	222	1	1	5	0	0.02620087	0.02620087	0.01528384	0.01892285
inachis_io	TRINITY_DN19844_c4_g1(+)	io.TRINITY_DN19844_c4_g1	OG0004341	1063	0	0	1063	2047	2042	1	2	2	0	0.00146556	0.00195408	0.0012213	0.00138414	360	357	1	1	1	0	0.00555556	0.00555556	0.00416667	0.00462963
inachis_io	TRINITY_DN19845_c2_g1(+)	io.TRINITY_DN19845_c2_g1	NA	503	0	0	503	980	979	0	1	0	0	0.0	0.00102041	0.0005102	0.0005102	231	226	3	0	1	1	0.01731602	0.004329	0.01298701	0.01226551
inachis_io	TRINITY_DN19845_c2_g3(-)	io.TRINITY_DN19845_c2_g3	NA	23	0	0	23	42	40	2	0	0	0	0.04761905	0.0	0.02380952	0.02380952	7	7	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19846_c0_g1(-)	io.TRINITY_DN19846_c0_g1	NA	53	0	0	53	102	102	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19846_c0_g2(+)	io.TRINITY_DN19846_c0_g2	NA	1242	0	0	1242	2359	2358	0	1	0	0	0.0	0.00042391	0.00021195	0.00021195	678	670	5	1	0	2	0.00737463	0.00147493	0.00737463	0.00639135
inachis_io	TRINITY_DN19847_c8_g1(+)	io.TRINITY_DN19847_c8_g1	NA	277	0	0	277	522	520	2	0	0	0	0.00383142	0.0	0.00191571	0.00191571	93	92	1	0	0	0	0.01075269	0.0	0.00537634	0.00537634
inachis_io	TRINITY_DN19847_c14_g2(+)	io.TRINITY_DN19847_c14_g2	NA	154	0	0	154	298	298	0	0	0	0	0.0	0.0	0.0	0.0	74	74	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19848_c2_g1(+)	io.TRINITY_DN19848_c2_g1	NA	996	0	0	996	1910	1907	1	1	1	0	0.00104712	0.00104712	0.00078534	0.0008726	473	464	4	5	0	0	0.00845666	0.01057082	0.00951374	0.00951374
inachis_io	TRINITY_DN19849_c6_g1(-)	io.TRINITY_DN19849_c6_g1	NA	15	0	0	15	28	27	0	1	0	0	0.0	0.03571429	0.01785714	0.01785714	5	5	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19849_c7_g2(+)	io.TRINITY_DN19849_c7_g2	NA	332	0	0	332	650	649	1	0	0	0	0.00153846	0.0	0.00076923	0.00076923	139	139	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19849_c8_g1(-)	io.TRINITY_DN19849_c8_g1	NA	67	0	0	67	122	121	1	0	0	0	0.00819672	0.0	0.00409836	0.00409836	22	22	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19849_c9_g4(-)	io.TRINITY_DN19849_c9_g4	NA	79	0	1	78	147	146	1	0	0	0	0.00680272	0.0	0.00340136	0.00340136	45	45	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19850_c1_g1(+)	io.TRINITY_DN19850_c1_g1	NA	50	0	0	50	96	96	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19850_c2_g1(+)	io.TRINITY_DN19850_c2_g1	NA	869	0	0	869	1648	1645	2	1	0	0	0.00121359	0.0006068	0.00091019	0.00091019	387	384	1	1	1	0	0.00516796	0.00516796	0.00387597	0.00430663
inachis_io	TRINITY_DN19851_c0_g1(+)	io.TRINITY_DN19851_c0_g1	NA	541	0	1	540	1017	1013	2	0	1	1	0.00294985	0.00098328	0.00245821	0.00229433	261	260	0	1	0	0	0.0	0.00383142	0.00191571	0.00191571
inachis_io	TRINITY_DN19851_c0_g2(+)	io.TRINITY_DN19851_c0_g2	OG0004248	547	0	0	547	1050	1050	0	0	0	0	0.0	0.0	0.0	0.0	270	263	4	0	3	0	0.02592593	0.01111111	0.01296296	0.01481481
inachis_io	TRINITY_DN19852_c0_g1(+)	io.TRINITY_DN19852_c0_g1	OG0004366	795	0	0	795	1503	1501	2	0	0	0	0.00133067	0.0	0.00066534	0.00066534	263	256	3	3	1	0	0.01520913	0.01520913	0.01330798	0.0139417
inachis_io	TRINITY_DN19854_c2_g2(+)	io.TRINITY_DN19854_c2_g2	NA	899	0	0	899	1754	1754	0	0	0	0	0.0	0.0	0.0	0.0	388	382	2	4	0	0	0.00515464	0.01030928	0.00773196	0.00773196
inachis_io	TRINITY_DN19855_c6_g1(+)	io.TRINITY_DN19855_c6_g1	NA	291	0	0	291	571	571	0	0	0	0	0.0	0.0	0.0	0.0	138	137	0	0	1	0	0.00724638	0.00724638	0.00362319	0.00483092
inachis_io	TRINITY_DN19856_c0_g1(+)	io.TRINITY_DN19856_c0_g1	NA	480	0	0	480	921	920	0	1	0	0	0.0	0.00108578	0.00054289	0.00054289	243	243	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19856_c0_g2(+)	io.TRINITY_DN19856_c0_g2	NA	111	0	0	111	216	216	0	0	0	0	0.0	0.0	0.0	0.0	29	28	0	1	0	0	0.0	0.03448276	0.01724138	0.01724138
inachis_io	TRINITY_DN19856_c0_g3(+)	io.TRINITY_DN19856_c0_g3	NA	351	0	1	350	672	668	2	1	1	0	0.00446429	0.00297619	0.00297619	0.00322421	91	89	0	1	1	0	0.01098901	0.02197802	0.01098901	0.01282051
inachis_io	TRINITY_DN19859_c0_g2(-)	io.TRINITY_DN19859_c0_g2	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
inachis_io	TRINITY_DN19859_c2_g2(+)	io.TRINITY_DN19859_c2_g2	NA	124	0	0	124	245	244	1	0	0	0	0.00408163	0.0	0.00204082	0.00204082	55	54	0	1	0	0	0.0	0.01818182	0.00909091	0.00909091
inachis_io	TRINITY_DN19859_c4_g2(-)	io.TRINITY_DN19859_c4_g2	NA	66	0	0	66	134	134	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19859_c5_g1(+)	io.TRINITY_DN19859_c5_g1	NA	303	0	0	303	592	592	0	0	0	0	0.0	0.0	0.0	0.0	102	101	0	1	0	0	0.0	0.00980392	0.00490196	0.00490196
inachis_io	TRINITY_DN19860_c0_g1(+)	io.TRINITY_DN19860_c0_g1	NA	980	0	0	980	1848	1848	0	0	0	0	0.0	0.0	0.0	0.0	482	480	2	0	0	0	0.00414938	0.0	0.00207469	0.00207469
inachis_io	TRINITY_DN19860_c0_g2(+)	io.TRINITY_DN19860_c0_g2	OG0003708	401	0	0	401	777	777	0	0	0	0	0.0	0.0	0.0	0.0	228	228	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19861_c4_g2(+)	io.TRINITY_DN19861_c4_g2	NA	178	0	0	178	342	342	0	0	0	0	0.0	0.0	0.0	0.0	101	99	2	0	0	0	0.01980198	0.0	0.00990099	0.00990099
inachis_io	TRINITY_DN19862_c6_g1(+)	io.TRINITY_DN19862_c6_g1	NA	64	0	0	64	128	127	1	0	0	0	0.0078125	0.0	0.00390625	0.00390625	22	22	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19862_c7_g1(+)	io.TRINITY_DN19862_c7_g1	NA	315	0	0	315	597	596	0	1	0	0	0.0	0.00167504	0.00083752	0.00083752	139	138	1	0	0	0	0.00719424	0.0	0.00359712	0.00359712
inachis_io	TRINITY_DN19862_c9_g1(+)	io.TRINITY_DN19862_c9_g1	OG0004199	317	0	0	317	596	596	0	0	0	0	0.0	0.0	0.0	0.0	140	139	0	0	1	0	0.00714286	0.00714286	0.00357143	0.00476191
inachis_io	TRINITY_DN19863_c0_g1(+)	io.TRINITY_DN19863_c0_g1	NA	924	0	1	923	1780	1775	1	1	1	2	0.0011236	0.0011236	0.00196629	0.00168539	419	412	3	2	1	1	0.00954654	0.0071599	0.00954654	0.00914877
inachis_io	TRINITY_DN19864_c3_g1(+)	io.TRINITY_DN19864_c3_g1	NA	24	0	0	24	48	46	0	0	2	0	0.04166667	0.04166667	0.02083333	0.02777778	8	8	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19864_c5_g2(+)	io.TRINITY_DN19864_c5_g2	NA	294	0	0	294	565	565	0	0	0	0	0.0	0.0	0.0	0.0	116	114	2	0	0	0	0.01724138	0.0	0.00862069	0.00862069
inachis_io	TRINITY_DN19864_c5_g3(+)	io.TRINITY_DN19864_c5_g3	NA	190	0	0	190	365	365	0	0	0	0	0.0	0.0	0.0	0.0	82	82	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19864_c6_g1(+)	io.TRINITY_DN19864_c6_g1	NA	144	0	0	144	266	265	0	0	0	1	0.0	0.0	0.0037594	0.00250627	67	66	0	1	0	0	0.0	0.01492537	0.00746269	0.00746269
inachis_io	TRINITY_DN19864_c7_g6(+)	io.TRINITY_DN19864_c7_g6	NA	310	0	0	310	592	592	0	0	0	0	0.0	0.0	0.0	0.0	135	130	3	0	0	2	0.02222222	0.0	0.02592593	0.02098766
inachis_io	TRINITY_DN19865_c1_g1(+)	io.TRINITY_DN19865_c1_g1	NA	194	0	0	194	381	381	0	0	0	0	0.0	0.0	0.0	0.0	67	66	0	1	0	0	0.0	0.01492537	0.00746269	0.00746269
inachis_io	TRINITY_DN19865_c4_g1(+)	io.TRINITY_DN19865_c4_g1	NA	237	0	0	237	443	443	0	0	0	0	0.0	0.0	0.0	0.0	88	87	0	1	0	0	0.0	0.01136364	0.00568182	0.00568182
inachis_io	TRINITY_DN19866_c1_g1(+)	io.TRINITY_DN19866_c1_g1	OG0001275	968	0	1	967	1847	1842	0	4	0	1	0.0	0.00216567	0.00162426	0.00144378	370	364	1	5	0	0	0.0027027	0.01351351	0.00810811	0.00810811
inachis_io	TRINITY_DN19867_c0_g1(+)	io.TRINITY_DN19867_c0_g1	NA	540	0	2	538	992	987	3	2	0	0	0.00302419	0.00201613	0.00252016	0.00252016	208	201	1	3	3	0	0.01923077	0.02884615	0.01682692	0.01923077
inachis_io	TRINITY_DN19868_c7_g1(+)	io.TRINITY_DN19868_c7_g1	NA	332	0	1	331	639	638	0	1	0	0	0.0	0.00156495	0.00078247	0.00078247	145	144	1	0	0	0	0.00689655	0.0	0.00344828	0.00344828
inachis_io	TRINITY_DN19869_c0_g1(+)	io.TRINITY_DN19869_c0_g1	NA	477	0	0	477	925	924	1	0	0	0	0.00108108	0.0	0.00054054	0.00054054	147	146	0	1	0	0	0.0	0.00680272	0.00340136	0.00340136
inachis_io	TRINITY_DN19871_c4_g1(+)	io.TRINITY_DN19871_c4_g1	NA	336	0	0	336	641	640	0	1	0	0	0.0	0.00156006	0.00078003	0.00078003	112	111	1	0	0	0	0.00892857	0.0	0.00446429	0.00446429
inachis_io	TRINITY_DN19872_c1_g1(+)	io.TRINITY_DN19872_c1_g1	NA	870	1	0	869	1653	1649	2	1	0	1	0.00120992	0.00060496	0.0015124	0.00131075	297	296	0	1	0	0	0.0	0.003367	0.0016835	0.0016835
inachis_io	TRINITY_DN19873_c0_g1(+)	io.TRINITY_DN19873_c0_g1	NA	283	0	0	283	539	538	1	0	0	0	0.00185529	0.0	0.00092764	0.00092764	123	121	0	1	1	0	0.00813008	0.01626016	0.00813008	0.00948509
inachis_io	TRINITY_DN19874_c10_g1(+)	io.TRINITY_DN19874_c10_g1	NA	400	0	0	400	751	750	0	1	0	0	0.0	0.00133156	0.00066578	0.00066578	146	144	0	2	0	0	0.0	0.01369863	0.00684932	0.00684932
inachis_io	TRINITY_DN19874_c11_g1(+)	io.TRINITY_DN19874_c11_g1	NA	934	0	0	934	1792	1792	0	0	0	0	0.0	0.0	0.0	0.0	436	430	4	1	1	0	0.01146789	0.00458716	0.00688073	0.007263
inachis_io	TRINITY_DN19876_c0_g1(+)	io.TRINITY_DN19876_c0_g1	NA	678	0	0	678	1306	1304	1	0	0	1	0.0007657	0.0	0.00114855	0.00089332	333	333	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19877_c0_g1(+)	io.TRINITY_DN19877_c0_g1	NA	1071	0	0	1071	2053	2052	0	1	0	0	0.0	0.00048709	0.00024355	0.00024355	489	484	1	3	1	0	0.00408998	0.00817996	0.00511247	0.0054533
inachis_io	TRINITY_DN19878_c0_g1(+)	io.TRINITY_DN19878_c0_g1	OG0004918	901	0	0	901	1702	1702	0	0	0	0	0.0	0.0	0.0	0.0	398	394	1	2	1	0	0.00502513	0.00753769	0.00502513	0.00544389
inachis_io	TRINITY_DN19879_c0_g1(+)	io.TRINITY_DN19879_c0_g1	NA	226	0	0	226	436	436	0	0	0	0	0.0	0.0	0.0	0.0	112	111	0	1	0	0	0.0	0.00892857	0.00446429	0.00446429
inachis_io	TRINITY_DN19879_c1_g1(+)	io.TRINITY_DN19879_c1_g1	NA	403	0	0	403	771	771	0	0	0	0	0.0	0.0	0.0	0.0	176	176	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19879_c1_g2(+)	io.TRINITY_DN19879_c1_g2	NA	142	0	0	142	281	281	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19880_c0_g1(+)	io.TRINITY_DN19880_c0_g1	NA	433	0	0	433	831	831	0	0	0	0	0.0	0.0	0.0	0.0	189	187	1	1	0	0	0.00529101	0.00529101	0.00529101	0.00529101
inachis_io	TRINITY_DN19880_c0_g2(+)	io.TRINITY_DN19880_c0_g2	NA	593	0	0	593	1128	1123	2	3	0	0	0.00177305	0.00265957	0.00221631	0.00221631	175	170	1	1	1	2	0.01142857	0.01142857	0.02	0.01714286
inachis_io	TRINITY_DN19881_c0_g1(+)	io.TRINITY_DN19881_c0_g1	OG0005107	465	0	0	465	877	875	0	2	0	0	0.0	0.0022805	0.00114025	0.00114025	185	181	2	2	0	0	0.01081081	0.01081081	0.01081081	0.01081081
inachis_io	TRINITY_DN19882_c3_g1(+)	io.TRINITY_DN19882_c3_g1	OG0001855	580	0	0	580	1132	1131	0	1	0	0	0.0	0.00088339	0.0004417	0.0004417	207	207	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19882_c6_g3(+)	io.TRINITY_DN19882_c6_g3	OG0003553	765	0	0	765	1480	1479	1	0	0	0	0.00067568	0.0	0.00033784	0.00033784	363	363	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19883_c2_g1(+)	io.TRINITY_DN19883_c2_g1	NA	818	0	0	818	1589	1584	2	2	1	0	0.00188798	0.00188798	0.00157332	0.00167821	317	313	1	1	2	0	0.00946372	0.00946372	0.00630915	0.00736067
inachis_io	TRINITY_DN19884_c1_g1(+)	io.TRINITY_DN19884_c1_g1	NA	257	0	0	257	485	485	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19885_c4_g2(+)	io.TRINITY_DN19885_c4_g2	NA	68	0	0	68	125	124	0	1	0	0	0.0	0.008	0.004	0.004	29	28	0	0	1	0	0.03448276	0.03448276	0.01724138	0.02298851
inachis_io	TRINITY_DN19885_c4_g3(-)	io.TRINITY_DN19885_c4_g3	NA	46	0	0	46	72	65	0	3	4	0	0.05555556	0.09722222	0.04861111	0.05787037	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
inachis_io	TRINITY_DN19886_c0_g1(+)	io.TRINITY_DN19886_c0_g1	NA	560	0	0	560	1076	1071	3	1	0	1	0.0027881	0.00092937	0.0027881	0.00247831	246	240	3	1	0	2	0.01219512	0.00406504	0.01626016	0.01355013
inachis_io	TRINITY_DN19887_c0_g1(+)	io.TRINITY_DN19887_c0_g1	NA	529	0	0	529	1000	998	0	1	1	0	0.001	0.002	0.001	0.00116667	226	221	2	1	2	0	0.01769912	0.01327434	0.01106195	0.01253688
inachis_io	TRINITY_DN19888_c0_g1(+)	io.TRINITY_DN19888_c0_g1	NA	380	0	0	380	727	727	0	0	0	0	0.0	0.0	0.0	0.0	209	208	1	0	0	0	0.00478469	0.0	0.00239234	0.00239234
inachis_io	TRINITY_DN19889_c4_g1(+)	io.TRINITY_DN19889_c4_g1	NA	767	0	0	767	1491	1490	1	0	0	0	0.00067069	0.0	0.00033535	0.00033535	326	325	0	0	1	0	0.00306748	0.00306748	0.00153374	0.00204499
inachis_io	TRINITY_DN19889_c4_g2(+)	io.TRINITY_DN19889_c4_g2	NA	335	0	0	335	650	650	0	0	0	0	0.0	0.0	0.0	0.0	109	109	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19889_c4_g3(+)	io.TRINITY_DN19889_c4_g3	NA	751	0	0	751	1419	1419	0	0	0	0	0.0	0.0	0.0	0.0	355	351	2	2	0	0	0.0056338	0.0056338	0.0056338	0.0056338
inachis_io	TRINITY_DN19890_c0_g1(+)	io.TRINITY_DN19890_c0_g1	OG0003469	763	0	0	763	1456	1455	1	0	0	0	0.00068681	0.0	0.00034341	0.00034341	363	359	0	1	1	2	0.00275482	0.00550964	0.00826446	0.00688705
inachis_io	TRINITY_DN19891_c1_g1(+)	io.TRINITY_DN19891_c1_g1	NA	76	0	0	76	148	147	0	1	0	0	0.0	0.00675676	0.00337838	0.00337838	34	34	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19891_c1_g2(+)	io.TRINITY_DN19891_c1_g2	NA	149	0	0	149	291	291	0	0	0	0	0.0	0.0	0.0	0.0	76	76	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19892_c0_g5(+)	io.TRINITY_DN19892_c0_g5	NA	853	0	0	853	1619	1618	1	0	0	0	0.00061767	0.0	0.00030883	0.00030883	355	352	2	0	0	1	0.0056338	0.0	0.0056338	0.00469483
inachis_io	TRINITY_DN19893_c0_g1(+)	io.TRINITY_DN19893_c0_g1	NA	579	0	0	579	1130	1127	1	1	0	1	0.00088496	0.00088496	0.00176991	0.00147493	304	300	0	2	1	1	0.00328947	0.00986842	0.00822368	0.00767543
inachis_io	TRINITY_DN19894_c0_g1(+)	io.TRINITY_DN19894_c0_g1	NA	29	0	0	29	54	53	0	0	1	0	0.01851852	0.01851852	0.00925926	0.01234568	7	7	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19894_c1_g1(+)	io.TRINITY_DN19894_c1_g1	NA	266	0	0	266	510	510	0	0	0	0	0.0	0.0	0.0	0.0	120	119	0	1	0	0	0.0	0.00833333	0.00416667	0.00416667
inachis_io	TRINITY_DN19894_c2_g1(+)	io.TRINITY_DN19894_c2_g1	NA	572	0	0	572	1098	1098	0	0	0	0	0.0	0.0	0.0	0.0	303	298	3	1	0	1	0.00990099	0.00330033	0.00990099	0.00880088
inachis_io	TRINITY_DN19895_c0_g1(-)	io.TRINITY_DN19895_c0_g1	NA	15	0	0	15	30	29	1	0	0	0	0.03333333	0.0	0.01666667	0.01666667	4	4	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19896_c6_g1(+)	io.TRINITY_DN19896_c6_g1	NA	332	0	0	332	642	642	0	0	0	0	0.0	0.0	0.0	0.0	189	185	1	3	0	0	0.00529101	0.01587302	0.01058201	0.01058201
inachis_io	TRINITY_DN19896_c7_g1(+)	io.TRINITY_DN19896_c7_g1	OG0001376	457	0	1	456	874	874	0	0	0	0	0.0	0.0	0.0	0.0	186	183	1	1	0	1	0.00537634	0.00537634	0.01075269	0.00896057
inachis_io	TRINITY_DN19896_c8_g2(-)	io.TRINITY_DN19896_c8_g2	NA	46	0	0	46	86	83	3	0	0	0	0.03488372	0.0	0.01744186	0.01744186	15	15	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19897_c7_g3(+)	io.TRINITY_DN19897_c7_g3	NA	541	0	0	541	1039	1037	0	2	0	0	0.0	0.00192493	0.00096246	0.00096246	231	230	0	1	0	0	0.0	0.004329	0.0021645	0.0021645
inachis_io	TRINITY_DN19898_c1_g1(+)	io.TRINITY_DN19898_c1_g1	NA	357	0	0	357	712	712	0	0	0	0	0.0	0.0	0.0	0.0	142	142	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19899_c6_g1(+)	io.TRINITY_DN19899_c6_g1	NA	102	0	0	102	192	192	0	0	0	0	0.0	0.0	0.0	0.0	44	44	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19899_c6_g3(+)	io.TRINITY_DN19899_c6_g3	NA	102	0	0	102	192	192	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19900_c0_g1(+)	io.TRINITY_DN19900_c0_g1	NA	366	0	0	366	678	677	1	0	0	0	0.00147493	0.0	0.00073746	0.00073746	143	139	0	2	2	0	0.01398601	0.02797203	0.01398601	0.01631701
inachis_io	TRINITY_DN19901_c0_g1(+)	io.TRINITY_DN19901_c0_g1	NA	272	0	0	272	528	527	0	1	0	0	0.0	0.00189394	0.00094697	0.00094697	129	128	1	0	0	0	0.00775194	0.0	0.00387597	0.00387597
inachis_io	TRINITY_DN19902_c0_g1(-)	io.TRINITY_DN19902_c0_g1	NA	77	0	0	77	137	135	1	1	0	0	0.00729927	0.00729927	0.00729927	0.00729927	51	50	1	0	0	0	0.01960784	0.0	0.00980392	0.00980392
inachis_io	TRINITY_DN19902_c2_g1(+)	io.TRINITY_DN19902_c2_g1	NA	382	0	0	382	736	734	0	0	2	0	0.00271739	0.00271739	0.0013587	0.0018116	126	120	1	1	4	0	0.03968254	0.03968254	0.02380952	0.02910053
inachis_io	TRINITY_DN19903_c0_g1(+)	io.TRINITY_DN19903_c0_g1	NA	151	0	1	150	282	278	0	4	0	0	0.0	0.0141844	0.0070922	0.0070922	59	56	1	2	0	0	0.01694915	0.03389831	0.02542373	0.02542373
inachis_io	TRINITY_DN19904_c0_g1(-)	io.TRINITY_DN19904_c0_g1	NA	15	0	0	15	28	28	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19904_c1_g1(+)	io.TRINITY_DN19904_c1_g1	NA	587	0	0	587	1120	1120	0	0	0	0	0.0	0.0	0.0	0.0	237	235	1	0	0	1	0.00421941	0.0	0.00632911	0.00492264
inachis_io	TRINITY_DN19904_c1_g2(+)	io.TRINITY_DN19904_c1_g2	NA	328	0	0	328	608	606	2	0	0	0	0.00328947	0.0	0.00164474	0.00164474	144	141	2	1	0	0	0.01388889	0.00694444	0.01041667	0.01041667
inachis_io	TRINITY_DN19905_c0_g1(+)	io.TRINITY_DN19905_c0_g1	NA	713	0	0	713	1369	1369	0	0	0	0	0.0	0.0	0.0	0.0	327	323	3	1	0	0	0.00917431	0.0030581	0.00611621	0.00611621
inachis_io	TRINITY_DN19906_c0_g2(+)	io.TRINITY_DN19906_c0_g2	NA	51	0	0	51	99	99	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19907_c0_g4(+)	io.TRINITY_DN19907_c0_g4	NA	223	0	0	223	424	424	0	0	0	0	0.0	0.0	0.0	0.0	115	114	0	1	0	0	0.0	0.00869565	0.00434783	0.00434783
inachis_io	TRINITY_DN19908_c0_g1(+)	io.TRINITY_DN19908_c0_g1	NA	884	0	0	884	1645	1644	0	1	0	0	0.0	0.0006079	0.00030395	0.00030395	343	337	4	2	0	0	0.01166181	0.0058309	0.00874636	0.00874636
inachis_io	TRINITY_DN19910_c4_g1(+)	io.TRINITY_DN19910_c4_g1	NA	281	0	0	281	550	549	0	1	0	0	0.0	0.00181818	0.00090909	0.00090909	97	97	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19910_c7_g1(+)	io.TRINITY_DN19910_c7_g1	NA	511	0	0	511	963	961	0	2	0	0	0.0	0.00207684	0.00103842	0.00103842	201	193	1	6	1	0	0.00995025	0.03482587	0.0199005	0.02072969
inachis_io	TRINITY_DN19911_c7_g2(+)	io.TRINITY_DN19911_c7_g2	NA	840	0	0	840	1580	1576	4	0	0	0	0.00253165	0.0	0.00126582	0.00126582	245	245	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19911_c9_g1(+)	io.TRINITY_DN19911_c9_g1	OG0003579	532	0	0	532	1005	1003	2	0	0	0	0.00199005	0.0	0.00099502	0.00099502	145	145	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN19912_c0_g1(+)	io.TRINITY_DN19912_c0_g1	NA	605	0	0	605	1111	1106	4	1	0	0	0.00360036	0.00090009	0.00225023	0.00225023	244	238	2	1	3	0	0.0204918	0.01639344	0.01229508	0.01434426
inachis_io	TRINITY_DN19913_c4_g1(+)	io.TRINITY_DN19913_c4_g1	NA	402	0	0	402	779	777	0	2	0	0	0.0	0.00256739	0.0012837	0.0012837	164	162	0	2	0	0	0.0	0.01219512	0.00609756	0.00609756
