species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_OV_231	0_pi_OV_353	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_OV_231	4_pi_OV_353	4_pi_between	4_pi_total
ochlodes_venatus	TRINITY_DN24497_c0_g1(+)	venatus.TRINITY_DN24497_c0_g1	NA	288	0	0	288	525	524	1	0	0	0	0.00190476	0.0	0.00095238	0.00095238	120	108	4	3	5	0	0.075	0.06666667	0.05	0.05694444
ochlodes_venatus	TRINITY_DN24497_c0_g2(+)	venatus.TRINITY_DN24497_c0_g2	NA	71	0	0	71	130	130	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24498_c0_g1(+)	venatus.TRINITY_DN24498_c0_g1	NA	493	0	0	493	941	936	2	1	2	0	0.0042508	0.0031881	0.00265675	0.00301098	230	225	1	4	0	0	0.00434783	0.0173913	0.01086957	0.01086957
ochlodes_venatus	TRINITY_DN24498_c0_g2(+)	venatus.TRINITY_DN24498_c0_g2	OG0002126	392	0	0	392	747	746	0	0	0	1	0.0	0.0	0.00133869	0.00089246	178	173	5	0	0	0	0.02808989	0.0	0.01404494	0.01404494
ochlodes_venatus	TRINITY_DN24499_c0_g1(+)	venatus.TRINITY_DN24499_c0_g1	NA	304	0	0	304	556	551	1	4	0	0	0.00179856	0.00719424	0.0044964	0.0044964	114	108	1	3	0	2	0.00877193	0.02631579	0.03508772	0.02923977
ochlodes_venatus	TRINITY_DN24499_c0_g2(+)	venatus.TRINITY_DN24499_c0_g2	OG0003926	225	0	0	225	385	381	2	1	1	0	0.00779221	0.00519481	0.00519481	0.00562771	88	81	1	4	2	0	0.03409091	0.06818182	0.03977273	0.04356061
ochlodes_venatus	TRINITY_DN24499_c0_g3(+)	venatus.TRINITY_DN24499_c0_g3	NA	34	0	0	34	58	58	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24500_c0_g3(+)	venatus.TRINITY_DN24500_c0_g3	NA	520	1	0	519	967	966	0	0	0	1	0.0	0.0	0.00103413	0.00068942	209	207	0	0	0	2	0.0	0.0	0.00956938	0.00637959
ochlodes_venatus	TRINITY_DN24500_c1_g1(+)	venatus.TRINITY_DN24500_c1_g1	NA	366	0	0	366	683	672	0	0	11	0	0.01610542	0.01610542	0.00805271	0.01073695	156	151	0	0	5	0	0.03205128	0.03205128	0.01602564	0.02136752
ochlodes_venatus	TRINITY_DN24501_c1_g1(+)	venatus.TRINITY_DN24501_c1_g1	NA	193	0	0	193	378	378	0	0	0	0	0.0	0.0	0.0	0.0	95	95	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24501_c1_g3(+)	venatus.TRINITY_DN24501_c1_g3	NA	459	0	0	459	885	885	0	0	0	0	0.0	0.0	0.0	0.0	262	253	5	2	2	0	0.02671756	0.01526718	0.01717557	0.01844784
ochlodes_venatus	TRINITY_DN24502_c0_g1(+)	venatus.TRINITY_DN24502_c0_g1	NA	380	0	0	380	700	700	0	0	0	0	0.0	0.0	0.0	0.0	202	191	3	6	1	1	0.01980198	0.03465347	0.02970297	0.02887789
ochlodes_venatus	TRINITY_DN24503_c0_g1(+)	venatus.TRINITY_DN24503_c0_g1	NA	234	0	0	234	442	438	4	0	0	0	0.00904977	0.0	0.00452489	0.00452489	97	97	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24507_c0_g1(+)	venatus.TRINITY_DN24507_c0_g1	NA	1389	0	2	1387	2607	2603	1	3	0	0	0.00038358	0.00115075	0.00076717	0.00076717	550	539	3	5	2	1	0.00909091	0.01272727	0.01090909	0.01090909
ochlodes_venatus	TRINITY_DN24508_c1_g1(+)	venatus.TRINITY_DN24508_c1_g1	NA	170	0	0	170	299	297	1	0	0	1	0.00334448	0.0	0.00501672	0.00390189	65	61	3	0	0	1	0.04615385	0.0	0.03846154	0.03333333
ochlodes_venatus	TRINITY_DN24508_c2_g1(+)	venatus.TRINITY_DN24508_c2_g1	OG0002203	365	0	0	365	711	711	0	0	0	0	0.0	0.0	0.0	0.0	196	195	0	1	0	0	0.0	0.00510204	0.00255102	0.00255102
ochlodes_venatus	TRINITY_DN24509_c0_g2(+)	venatus.TRINITY_DN24509_c0_g2	NA	136	0	0	136	255	253	0	2	0	0	0.0	0.00784314	0.00392157	0.00392157	58	57	0	0	0	1	0.0	0.0	0.01724138	0.01149425
ochlodes_venatus	TRINITY_DN24509_c1_g1(+)	venatus.TRINITY_DN24509_c1_g1	NA	874	0	1	873	1651	1637	2	1	11	0	0.00787402	0.00726832	0.00423985	0.00535029	273	267	1	3	2	0	0.01098901	0.01831502	0.01098901	0.01221001
ochlodes_venatus	TRINITY_DN24510_c3_g3(+)	venatus.TRINITY_DN24510_c3_g3	NA	20	0	0	20	38	38	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24510_c3_g5(+)	venatus.TRINITY_DN24510_c3_g5	NA	347	0	1	346	694	693	0	0	0	1	0.0	0.0	0.00144092	0.00096061	161	158	0	2	0	1	0.0	0.01242236	0.01242236	0.01035197
ochlodes_venatus	TRINITY_DN24511_c0_g1(+)	venatus.TRINITY_DN24511_c0_g1	OG0004088	643	0	2	641	1154	1147	2	3	0	2	0.0017331	0.00259965	0.00389948	0.00332178	274	259	6	7	0	2	0.02189781	0.02554745	0.0310219	0.02858881
ochlodes_venatus	TRINITY_DN24513_c0_g2(+)	venatus.TRINITY_DN24513_c0_g2	NA	839	0	1	838	1557	1551	0	3	1	2	0.00064226	0.00256904	0.00256904	0.00224791	362	347	6	2	2	5	0.02209945	0.01104972	0.02762431	0.02394107
ochlodes_venatus	TRINITY_DN24514_c2_g1(+)	venatus.TRINITY_DN24514_c2_g1	NA	335	2	0	333	599	592	2	4	1	0	0.00500835	0.00834725	0.00584307	0.00612131	107	101	1	2	3	0	0.03738318	0.04672897	0.02803738	0.03271028
ochlodes_venatus	TRINITY_DN24515_c1_g1(+)	venatus.TRINITY_DN24515_c1_g1	NA	492	0	1	491	950	947	1	0	2	0	0.00315789	0.00210526	0.00157895	0.00192983	251	246	0	5	0	0	0.0	0.01992032	0.00996016	0.00996016
ochlodes_venatus	TRINITY_DN24516_c4_g1(+)	venatus.TRINITY_DN24516_c4_g1	NA	392	1	0	391	749	747	0	1	1	0	0.00133511	0.00267023	0.00133511	0.00155763	184	182	0	0	2	0	0.01086957	0.01086957	0.00543478	0.00724638
ochlodes_venatus	TRINITY_DN24517_c1_g1(+)	venatus.TRINITY_DN24517_c1_g1	OG0004403	447	0	0	447	862	861	1	0	0	0	0.00116009	0.0	0.00058005	0.00058005	227	225	1	0	0	1	0.00440529	0.0	0.00660793	0.0051395
ochlodes_venatus	TRINITY_DN24518_c0_g1(+)	venatus.TRINITY_DN24518_c0_g1	OG0002813	2234	0	0	2234	4285	4284	0	0	0	1	0.0	0.0	0.00023337	0.00015558	981	967	0	1	0	13	0.0	0.00101937	0.01376147	0.00934421
ochlodes_venatus	TRINITY_DN24519_c3_g1(+)	venatus.TRINITY_DN24519_c3_g1	OG0001840	161	0	1	160	291	291	0	0	0	0	0.0	0.0	0.0	0.0	51	50	0	1	0	0	0.0	0.01960784	0.00980392	0.00980392
ochlodes_venatus	TRINITY_DN24519_c3_g3(+)	venatus.TRINITY_DN24519_c3_g3	OG0002756	326	0	0	326	615	614	1	0	0	0	0.00162602	0.0	0.00081301	0.00081301	126	121	3	1	1	0	0.03174603	0.01587302	0.01984127	0.02116402
ochlodes_venatus	TRINITY_DN24521_c0_g2(+)	venatus.TRINITY_DN24521_c0_g2	NA	370	0	0	370	704	704	0	0	0	0	0.0	0.0	0.0	0.0	181	173	3	0	4	1	0.03867403	0.02209945	0.02486188	0.0267035
ochlodes_venatus	TRINITY_DN24521_c0_g4(+)	venatus.TRINITY_DN24521_c0_g4	NA	304	0	0	304	575	575	0	0	0	0	0.0	0.0	0.0	0.0	113	111	2	0	0	0	0.01769912	0.0	0.00884956	0.00884956
ochlodes_venatus	TRINITY_DN24522_c0_g2(+)	venatus.TRINITY_DN24522_c0_g2	NA	291	0	0	291	547	543	1	2	0	1	0.00182815	0.00365631	0.00457038	0.003961	151	144	5	1	1	0	0.0397351	0.01324503	0.02317881	0.02428256
ochlodes_venatus	TRINITY_DN24522_c0_g3(+)	venatus.TRINITY_DN24522_c0_g3	NA	338	0	0	338	633	631	2	0	0	0	0.00315956	0.0	0.00157978	0.00157978	143	138	2	3	0	0	0.01398601	0.02097902	0.01748252	0.01748252
ochlodes_venatus	TRINITY_DN24523_c0_g1(+)	venatus.TRINITY_DN24523_c0_g1	NA	476	0	0	476	881	874	0	5	1	1	0.00113507	0.00681044	0.0045403	0.00435112	168	160	4	3	0	1	0.02380952	0.01785714	0.02678571	0.02480158
ochlodes_venatus	TRINITY_DN24524_c2_g1(+)	venatus.TRINITY_DN24524_c2_g1	NA	646	0	0	646	1219	1217	0	1	1	0	0.00082034	0.00164069	0.00082034	0.00095706	256	246	7	1	0	2	0.02734375	0.00390625	0.0234375	0.02083333
ochlodes_venatus	TRINITY_DN24524_c2_g2(-)	venatus.TRINITY_DN24524_c2_g2	NA	63	0	2	61	110	104	1	4	1	0	0.01818182	0.04545455	0.02727273	0.02878788	18	18	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24525_c1_g1(+)	venatus.TRINITY_DN24525_c1_g1	NA	351	0	0	351	653	649	4	0	0	0	0.00612557	0.0	0.00306279	0.00306279	140	138	2	0	0	0	0.01428571	0.0	0.00714286	0.00714286
ochlodes_venatus	TRINITY_DN24525_c1_g2(+)	venatus.TRINITY_DN24525_c1_g2	NA	405	0	0	405	740	734	0	4	1	1	0.00135135	0.00675676	0.00472973	0.0045045	155	144	0	5	4	2	0.02580645	0.05806452	0.04193548	0.04193548
ochlodes_venatus	TRINITY_DN24526_c5_g3(+)	venatus.TRINITY_DN24526_c5_g3	NA	17	0	0	17	34	34	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24527_c3_g1(+)	venatus.TRINITY_DN24527_c3_g1	NA	406	0	0	406	767	767	0	0	0	0	0.0	0.0	0.0	0.0	179	176	1	0	2	0	0.01675978	0.01117318	0.00837989	0.01024209
ochlodes_venatus	TRINITY_DN24527_c5_g1(+)	venatus.TRINITY_DN24527_c5_g1	OG0001452	385	0	0	385	747	746	0	1	0	0	0.0	0.00133869	0.00066934	0.00066934	170	170	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24528_c0_g2(+)	venatus.TRINITY_DN24528_c0_g2	NA	774	0	0	774	1432	1430	1	0	1	0	0.00139665	0.00069832	0.00069832	0.00081471	381	370	5	2	0	4	0.01312336	0.00524934	0.01968504	0.01618548
ochlodes_venatus	TRINITY_DN24529_c1_g1(+)	venatus.TRINITY_DN24529_c1_g1	NA	191	0	0	191	343	342	0	0	1	0	0.00291545	0.00291545	0.00145773	0.00194364	96	89	2	3	2	0	0.04166667	0.05208333	0.03645833	0.03993055
ochlodes_venatus	TRINITY_DN24530_c1_g1(+)	venatus.TRINITY_DN24530_c1_g1	NA	652	0	0	652	1233	1233	0	0	0	0	0.0	0.0	0.0	0.0	357	349	4	4	0	0	0.01120448	0.01120448	0.01120448	0.01120448
ochlodes_venatus	TRINITY_DN24531_c0_g1(+)	venatus.TRINITY_DN24531_c0_g1	NA	465	0	0	465	871	870	1	0	0	0	0.00114811	0.0	0.00057405	0.00057405	176	171	1	2	2	0	0.01704545	0.02272727	0.01420455	0.01609849
ochlodes_venatus	TRINITY_DN24532_c7_g1(+)	venatus.TRINITY_DN24532_c7_g1	OG0002274	415	0	0	415	757	751	1	2	3	0	0.00528402	0.00660502	0.00396301	0.00462351	189	183	4	1	1	0	0.02645503	0.01058201	0.01587302	0.01675485
ochlodes_venatus	TRINITY_DN24532_c7_g3(+)	venatus.TRINITY_DN24532_c7_g3	NA	192	1	0	191	349	348	0	1	0	0	0.0	0.00286533	0.00143266	0.00143266	106	103	0	2	1	0	0.00943396	0.02830189	0.01415094	0.01572327
ochlodes_venatus	TRINITY_DN24534_c1_g1(+)	venatus.TRINITY_DN24534_c1_g1	NA	672	0	0	672	1286	1286	0	0	0	0	0.0	0.0	0.0	0.0	331	325	0	3	2	1	0.0060423	0.01510574	0.01057402	0.01057402
ochlodes_venatus	TRINITY_DN24535_c0_g1(+)	venatus.TRINITY_DN24535_c0_g1	OG0002761	1004	0	0	1004	1878	1873	3	2	0	0	0.00159744	0.00106496	0.0013312	0.0013312	440	426	7	5	0	2	0.01590909	0.01136364	0.01818182	0.01666667
ochlodes_venatus	TRINITY_DN24536_c0_g1(+)	venatus.TRINITY_DN24536_c0_g1	NA	290	0	3	287	521	510	7	3	1	0	0.01535509	0.00767754	0.01055662	0.01087652	90	85	1	1	3	0	0.04444444	0.04444444	0.02777778	0.03333333
ochlodes_venatus	TRINITY_DN24537_c0_g1(+)	venatus.TRINITY_DN24537_c0_g1	NA	385	0	0	385	724	723	0	1	0	0	0.0	0.00138122	0.00069061	0.00069061	200	189	0	5	0	6	0.0	0.025	0.0425	0.0325
ochlodes_venatus	TRINITY_DN24537_c0_g2(+)	venatus.TRINITY_DN24537_c0_g2	NA	1165	1	0	1164	2202	2187	4	1	3	7	0.00317893	0.00181653	0.00499546	0.00416288	449	443	1	0	0	5	0.00222717	0.0	0.01224944	0.00853749
ochlodes_venatus	TRINITY_DN24539_c0_g1(+)	venatus.TRINITY_DN24539_c0_g1	NA	219	0	0	219	397	396	1	0	0	0	0.00251889	0.0	0.00125945	0.00125945	102	91	2	2	7	0	0.08823529	0.08823529	0.05392157	0.06535948
ochlodes_venatus	TRINITY_DN24539_c1_g2(+)	venatus.TRINITY_DN24539_c1_g2	NA	226	0	0	226	418	418	0	0	0	0	0.0	0.0	0.0	0.0	104	103	0	0	0	1	0.0	0.0	0.00961538	0.00641025
ochlodes_venatus	TRINITY_DN24540_c1_g1(+)	venatus.TRINITY_DN24540_c1_g1	NA	9	0	0	9	16	16	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24542_c1_g1(+)	venatus.TRINITY_DN24542_c1_g1	NA	121	0	0	121	219	216	0	3	0	0	0.0	0.01369863	0.00684932	0.00684932	42	42	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24542_c2_g3(+)	venatus.TRINITY_DN24542_c2_g3	NA	249	0	0	249	493	492	0	1	0	0	0.0	0.0020284	0.0010142	0.0010142	126	126	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24542_c2_g4(+)	venatus.TRINITY_DN24542_c2_g4	NA	441	0	0	441	841	839	1	1	0	0	0.00118906	0.00118906	0.00118906	0.00118906	228	220	3	3	1	1	0.01754386	0.01754386	0.01973684	0.01900585
ochlodes_venatus	TRINITY_DN24542_c2_g5(+)	venatus.TRINITY_DN24542_c2_g5	NA	147	0	0	147	257	256	0	1	0	0	0.0	0.00389105	0.00194553	0.00194553	60	57	0	3	0	0	0.0	0.05	0.025	0.025
ochlodes_venatus	TRINITY_DN24543_c1_g1(+)	venatus.TRINITY_DN24543_c1_g1	NA	315	0	0	315	586	586	0	0	0	0	0.0	0.0	0.0	0.0	147	143	0	3	1	0	0.00680272	0.02721088	0.01360544	0.01473923
ochlodes_venatus	TRINITY_DN24544_c2_g1(+)	venatus.TRINITY_DN24544_c2_g1	NA	737	0	0	737	1377	1377	0	0	0	0	0.0	0.0	0.0	0.0	391	375	5	5	0	6	0.01278772	0.01278772	0.02813299	0.0230179
ochlodes_venatus	TRINITY_DN24544_c2_g2(+)	venatus.TRINITY_DN24544_c2_g2	OG0002886	588	0	0	588	1142	1142	0	0	0	0	0.0	0.0	0.0	0.0	221	220	0	0	0	1	0.0	0.0	0.00452489	0.00301659
ochlodes_venatus	TRINITY_DN24545_c1_g4(+)	venatus.TRINITY_DN24545_c1_g4	NA	335	1	1	333	622	617	2	1	2	0	0.00643087	0.00482315	0.00401929	0.0045552	102	98	0	1	3	0	0.02941176	0.03921569	0.01960784	0.0245098
ochlodes_venatus	TRINITY_DN24545_c2_g1(+)	venatus.TRINITY_DN24545_c2_g1	NA	224	1	0	223	409	408	0	1	0	0	0.0	0.00244499	0.00122249	0.00122249	104	98	4	2	0	0	0.03846154	0.01923077	0.02884615	0.02884615
ochlodes_venatus	TRINITY_DN24546_c0_g1(+)	venatus.TRINITY_DN24546_c0_g1	NA	754	0	1	753	1433	1431	1	1	0	0	0.00069784	0.00069784	0.00069784	0.00069784	344	340	2	2	0	0	0.00581395	0.00581395	0.00581395	0.00581395
ochlodes_venatus	TRINITY_DN24548_c2_g2(+)	venatus.TRINITY_DN24548_c2_g2	NA	634	1	1	632	1139	1130	5	4	0	0	0.00438982	0.00351185	0.00395083	0.00395083	182	173	3	4	2	0	0.02747253	0.03296703	0.02472527	0.02655677
ochlodes_venatus	TRINITY_DN24549_c0_g1(+)	venatus.TRINITY_DN24549_c0_g1	NA	67	0	0	67	126	126	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24549_c1_g1(+)	venatus.TRINITY_DN24549_c1_g1	NA	233	0	0	233	441	441	0	0	0	0	0.0	0.0	0.0	0.0	106	103	0	1	2	0	0.01886792	0.02830189	0.01415094	0.01729559
ochlodes_venatus	TRINITY_DN24549_c2_g2(+)	venatus.TRINITY_DN24549_c2_g2	NA	209	0	1	208	403	398	3	1	0	1	0.00744417	0.00248139	0.00744417	0.00661704	81	78	2	0	0	1	0.02469136	0.0	0.02469136	0.02057613
ochlodes_venatus	TRINITY_DN24550_c0_g1(+)	venatus.TRINITY_DN24550_c0_g1	NA	697	0	4	693	1297	1292	1	2	1	1	0.00154202	0.00231303	0.00231303	0.00218453	271	267	2	0	2	0	0.01476015	0.00738007	0.00738007	0.00861008
ochlodes_venatus	TRINITY_DN24552_c0_g1(+)	venatus.TRINITY_DN24552_c0_g1	NA	187	0	1	186	349	346	0	2	0	1	0.0	0.00573066	0.00573066	0.00477555	68	68	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24552_c1_g1(+)	venatus.TRINITY_DN24552_c1_g1	NA	63	1	0	62	113	111	0	1	1	0	0.00884956	0.01769912	0.00884956	0.01032449	17	16	0	0	1	0	0.05882353	0.05882353	0.02941176	0.03921568
ochlodes_venatus	TRINITY_DN24553_c1_g1(+)	venatus.TRINITY_DN24553_c1_g1	NA	820	1	1	818	1505	1500	5	0	0	0	0.00332226	0.0	0.00166113	0.00166113	441	422	15	0	0	4	0.03401361	0.0	0.0260771	0.02305367
ochlodes_venatus	TRINITY_DN24553_c1_g2(+)	venatus.TRINITY_DN24553_c1_g2	NA	596	0	1	595	1187	1186	1	0	0	0	0.00084246	0.0	0.00042123	0.00042123	275	263	5	6	1	0	0.02181818	0.02545455	0.02181818	0.02242424
ochlodes_venatus	TRINITY_DN24554_c1_g1(+)	venatus.TRINITY_DN24554_c1_g1	NA	311	0	0	311	611	611	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24554_c2_g1(+)	venatus.TRINITY_DN24554_c2_g1	NA	353	0	0	353	683	680	0	3	0	0	0.0	0.00439239	0.00219619	0.00219619	138	137	0	1	0	0	0.0	0.00724638	0.00362319	0.00362319
ochlodes_venatus	TRINITY_DN24554_c3_g1(+)	venatus.TRINITY_DN24554_c3_g1	NA	340	0	0	340	630	627	1	2	0	0	0.0015873	0.0031746	0.00238095	0.00238095	163	156	3	3	1	0	0.02453988	0.02453988	0.02147239	0.02249489
ochlodes_venatus	TRINITY_DN24556_c0_g1(+)	venatus.TRINITY_DN24556_c0_g1	NA	7	0	0	7	15	15	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24556_c2_g3(+)	venatus.TRINITY_DN24556_c2_g3	NA	429	0	0	429	825	824	0	1	0	0	0.0	0.00121212	0.00060606	0.00060606	225	221	3	1	0	0	0.01333333	0.00444444	0.00888889	0.00888889
ochlodes_venatus	TRINITY_DN24557_c0_g1(+)	venatus.TRINITY_DN24557_c0_g1	NA	105	0	0	105	194	194	0	0	0	0	0.0	0.0	0.0	0.0	42	40	1	1	0	0	0.02380952	0.02380952	0.02380952	0.02380952
ochlodes_venatus	TRINITY_DN24559_c1_g1(-)	venatus.TRINITY_DN24559_c1_g1	NA	72	0	0	72	133	129	0	1	0	3	0.0	0.0075188	0.02631579	0.01879699	24	24	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24559_c1_g2(+)	venatus.TRINITY_DN24559_c1_g2	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
ochlodes_venatus	TRINITY_DN24561_c6_g1(+)	venatus.TRINITY_DN24561_c6_g1	NA	52	0	0	52	96	91	2	3	0	0	0.02083333	0.03125	0.02604167	0.02604167	18	17	0	1	0	0	0.0	0.05555556	0.02777778	0.02777778
ochlodes_venatus	TRINITY_DN24562_c0_g1(+)	venatus.TRINITY_DN24562_c0_g1	NA	598	0	0	598	1141	1141	0	0	0	0	0.0	0.0	0.0	0.0	312	299	0	10	1	2	0.00320513	0.03525641	0.02403846	0.0224359
ochlodes_venatus	TRINITY_DN24564_c0_g1(+)	venatus.TRINITY_DN24564_c0_g1	NA	178	0	0	178	336	336	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24564_c0_g3(+)	venatus.TRINITY_DN24564_c0_g3	NA	234	0	1	233	422	420	0	2	0	0	0.0	0.00473934	0.00236967	0.00236967	65	62	0	1	0	2	0.0	0.01538462	0.03846154	0.02820513
ochlodes_venatus	TRINITY_DN24565_c0_g1(+)	venatus.TRINITY_DN24565_c0_g1	OG0003486	587	0	2	585	1098	1085	7	3	3	0	0.00910747	0.00546448	0.00591985	0.00637522	184	177	2	4	1	0	0.01630435	0.02717391	0.01902174	0.01992754
ochlodes_venatus	TRINITY_DN24566_c5_g1(-)	venatus.TRINITY_DN24566_c5_g1	NA	53	0	0	53	97	96	1	0	0	0	0.01030928	0.0	0.00515464	0.00515464	20	19	0	0	1	0	0.05	0.05	0.025	0.03333333
ochlodes_venatus	TRINITY_DN24567_c0_g1(+)	venatus.TRINITY_DN24567_c0_g1	NA	852	0	0	852	1607	1591	6	5	5	0	0.00684505	0.00622278	0.00497822	0.00549678	340	336	1	2	1	0	0.00588235	0.00882353	0.00588235	0.00637255
ochlodes_venatus	TRINITY_DN24568_c0_g1(+)	venatus.TRINITY_DN24568_c0_g1	NA	336	0	0	336	634	634	0	0	0	0	0.0	0.0	0.0	0.0	166	161	1	3	0	1	0.0060241	0.01807229	0.01807229	0.01606426
ochlodes_venatus	TRINITY_DN24570_c1_g1(+)	venatus.TRINITY_DN24570_c1_g1	NA	225	0	0	225	414	413	0	0	1	0	0.00241546	0.00241546	0.00120773	0.00161031	81	79	1	1	0	0	0.01234568	0.01234568	0.01234568	0.01234568
ochlodes_venatus	TRINITY_DN24570_c1_g2(+)	venatus.TRINITY_DN24570_c1_g2	NA	90	0	0	90	171	170	0	1	0	0	0.0	0.00584795	0.00292398	0.00292398	53	53	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24572_c0_g1(+)	venatus.TRINITY_DN24572_c0_g1	NA	462	0	0	462	847	846	0	0	1	0	0.00118064	0.00118064	0.00059032	0.00078709	227	216	6	2	2	1	0.03524229	0.01762115	0.02643172	0.02643172
ochlodes_venatus	TRINITY_DN24573_c0_g2(+)	venatus.TRINITY_DN24573_c0_g2	NA	200	0	0	200	393	393	0	0	0	0	0.0	0.0	0.0	0.0	95	94	0	1	0	0	0.0	0.01052632	0.00526316	0.00526316
ochlodes_venatus	TRINITY_DN24574_c0_g2(+)	venatus.TRINITY_DN24574_c0_g2	NA	518	0	0	518	987	987	0	0	0	0	0.0	0.0	0.0	0.0	247	243	0	0	4	0	0.01619433	0.01619433	0.00809717	0.01079622
ochlodes_venatus	TRINITY_DN24575_c3_g1(+)	venatus.TRINITY_DN24575_c3_g1	NA	14	0	0	14	24	24	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24575_c4_g1(+)	venatus.TRINITY_DN24575_c4_g1	OG0002312	302	1	1	300	556	554	1	0	0	1	0.00179856	0.0	0.00269784	0.00209832	117	112	4	0	0	1	0.03418803	0.0	0.02564103	0.02279202
ochlodes_venatus	TRINITY_DN24576_c0_g1(+)	venatus.TRINITY_DN24576_c0_g1	NA	7	0	0	7	11	11	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
ochlodes_venatus	TRINITY_DN24576_c1_g2(+)	venatus.TRINITY_DN24576_c1_g2	OG0003991	408	0	2	406	739	737	0	0	1	1	0.00135318	0.00135318	0.00202977	0.00180424	134	129	2	3	0	0	0.01492537	0.02238806	0.01865672	0.01865672
ochlodes_venatus	TRINITY_DN24577_c0_g1(+)	venatus.TRINITY_DN24577_c0_g1	OG0003438	564	1	0	563	1084	1083	1	0	0	0	0.00092251	0.0	0.00046125	0.00046125	280	273	3	3	1	0	0.01428571	0.01428571	0.0125	0.01309524
ochlodes_venatus	TRINITY_DN24577_c0_g2(+)	venatus.TRINITY_DN24577_c0_g2	NA	28	0	0	28	56	56	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24578_c0_g1(+)	venatus.TRINITY_DN24578_c0_g1	NA	711	0	0	711	1324	1318	0	4	0	2	0.0	0.00302115	0.00302115	0.00251762	273	264	0	4	1	4	0.003663	0.01831502	0.02380952	0.01953602
ochlodes_venatus	TRINITY_DN24579_c3_g1(+)	venatus.TRINITY_DN24579_c3_g1	NA	323	2	0	321	571	552	0	1	18	0	0.03152364	0.03327496	0.01663748	0.02189142	112	101	1	2	8	0	0.08035714	0.08928571	0.04910714	0.0610119
ochlodes_venatus	TRINITY_DN24579_c3_g2(+)	venatus.TRINITY_DN24579_c3_g2	NA	169	0	0	169	326	325	0	1	0	0	0.0	0.00306748	0.00153374	0.00153374	63	63	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24580_c4_g1(-)	venatus.TRINITY_DN24580_c4_g1	NA	27	0	0	27	52	52	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN24581_c0_g2(+)	venatus.TRINITY_DN24581_c0_g2	NA	424	1	0	423	772	769	2	0	1	0	0.00388601	0.00129534	0.00194301	0.0021589	160	152	4	4	0	0	0.025	0.025	0.025	0.025
ochlodes_venatus	TRINITY_DN24582_c2_g1(+)	venatus.TRINITY_DN24582_c2_g1	NA	387	0	0	387	728	726	1	1	0	0	0.00137363	0.00137363	0.00137363	0.00137363	169	164	0	2	2	1	0.01183432	0.02366864	0.01775148	0.01775148
