species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_PI_162	0_pi_PI_39	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_PI_162	4_pi_PI_39	4_pi_between	4_pi_total
polyommatus_icarus	TRINITY_DN19429_c2_g2(-)	icarus.TRINITY_DN19429_c2_g2	NA	54	0	0	54	97	94	0	3	0	0	0.0	0.03092784	0.01546392	0.01546392	12	12	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19430_c1_g3(+)	icarus.TRINITY_DN19430_c1_g3	NA	291	0	0	291	540	538	2	0	0	0	0.0037037	0.0	0.00185185	0.00185185	117	113	1	3	0	0	0.00854701	0.02564103	0.01709402	0.01709402
polyommatus_icarus	TRINITY_DN19432_c5_g2(+)	icarus.TRINITY_DN19432_c5_g2	NA	92	0	0	92	168	167	0	0	1	0	0.00595238	0.00595238	0.00297619	0.00396825	41	40	1	0	0	0	0.02439024	0.0	0.01219512	0.01219512
polyommatus_icarus	TRINITY_DN19432_c6_g1(+)	icarus.TRINITY_DN19432_c6_g1	NA	494	0	2	492	874	855	10	9	0	0	0.01144165	0.01029748	0.01086957	0.01086957	143	134	4	5	0	0	0.02797203	0.03496503	0.03146853	0.03146853
polyommatus_icarus	TRINITY_DN19433_c9_g1(+)	icarus.TRINITY_DN19433_c9_g1	NA	247	0	0	247	457	456	0	1	0	0	0.0	0.00218818	0.00109409	0.00109409	96	92	0	3	1	0	0.01041667	0.04166667	0.02083333	0.02256944
polyommatus_icarus	TRINITY_DN19435_c1_g1(+)	icarus.TRINITY_DN19435_c1_g1	NA	265	0	0	265	500	500	0	0	0	0	0.0	0.0	0.0	0.0	123	116	2	0	5	0	0.05691057	0.04065041	0.02845528	0.03523035
polyommatus_icarus	TRINITY_DN19435_c2_g1(+)	icarus.TRINITY_DN19435_c2_g1	NA	380	0	0	380	715	713	2	0	0	0	0.0027972	0.0	0.0013986	0.0013986	166	159	4	2	0	1	0.02409639	0.01204819	0.02409639	0.02208836
polyommatus_icarus	TRINITY_DN19437_c2_g1(+)	icarus.TRINITY_DN19437_c2_g1	NA	13	0	0	13	21	21	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19437_c3_g1(+)	icarus.TRINITY_DN19437_c3_g1	NA	157	0	0	157	291	291	0	0	0	0	0.0	0.0	0.0	0.0	63	60	1	2	0	0	0.01587302	0.03174603	0.02380952	0.02380952
polyommatus_icarus	TRINITY_DN19439_c1_g1(+)	icarus.TRINITY_DN19439_c1_g1	NA	285	2	0	283	502	496	4	2	0	0	0.00796813	0.00398406	0.0059761	0.0059761	104	95	8	1	0	0	0.07692308	0.00961538	0.04326923	0.04326923
polyommatus_icarus	TRINITY_DN19439_c1_g3(+)	icarus.TRINITY_DN19439_c1_g3	NA	877	1	0	876	1630	1623	1	4	2	0	0.00184049	0.00368098	0.00214724	0.00235174	362	340	6	9	6	1	0.03314917	0.04143646	0.03176796	0.03360958
polyommatus_icarus	TRINITY_DN19441_c0_g1(+)	icarus.TRINITY_DN19441_c0_g1	NA	762	0	0	762	1420	1412	3	1	0	4	0.00211268	0.00070423	0.00422535	0.00328638	286	275	7	0	0	4	0.02447552	0.0	0.02622378	0.02156177
polyommatus_icarus	TRINITY_DN19442_c0_g1(+)	icarus.TRINITY_DN19442_c0_g1	NA	14	0	0	14	26	25	0	1	0	0	0.0	0.03846154	0.01923077	0.01923077	5	5	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19442_c0_g3(-)	icarus.TRINITY_DN19442_c0_g3	NA	18	0	0	18	36	36	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19443_c4_g1(+)	icarus.TRINITY_DN19443_c4_g1	NA	228	0	0	228	440	440	0	0	0	0	0.0	0.0	0.0	0.0	91	90	0	0	0	1	0.0	0.0	0.01098901	0.00732601
polyommatus_icarus	TRINITY_DN19444_c1_g2(+)	icarus.TRINITY_DN19444_c1_g2	OG0002550	428	1	0	427	770	767	1	0	1	1	0.0025974	0.0012987	0.0025974	0.00238095	161	151	3	2	2	3	0.0310559	0.02484472	0.04037267	0.03623188
polyommatus_icarus	TRINITY_DN19444_c1_g3(+)	icarus.TRINITY_DN19444_c1_g3	NA	51	0	1	50	89	87	1	1	0	0	0.01123596	0.01123596	0.01123596	0.01123596	21	20	0	1	0	0	0.0	0.04761905	0.02380952	0.02380952
polyommatus_icarus	TRINITY_DN19445_c7_g1(+)	icarus.TRINITY_DN19445_c7_g1	NA	251	0	1	250	471	467	2	2	0	0	0.00424628	0.00424628	0.00424628	0.00424628	112	109	1	1	1	0	0.01785714	0.01785714	0.01339286	0.01488095
polyommatus_icarus	TRINITY_DN19447_c0_g1(+)	icarus.TRINITY_DN19447_c0_g1	NA	400	0	0	400	736	734	0	1	0	1	0.0	0.0013587	0.00203804	0.00158514	186	176	1	7	1	1	0.01075269	0.04301075	0.02956989	0.02867383
polyommatus_icarus	TRINITY_DN19449_c5_g2(+)	icarus.TRINITY_DN19449_c5_g2	NA	127	0	0	127	245	242	0	3	0	0	0.0	0.0122449	0.00612245	0.00612245	66	64	0	1	0	1	0.0	0.01515152	0.02272727	0.01767677
polyommatus_icarus	TRINITY_DN19450_c0_g1(+)	icarus.TRINITY_DN19450_c0_g1	NA	1291	0	0	1291	2340	2338	0	0	2	0	0.0008547	0.0008547	0.00042735	0.0005698	509	484	13	7	2	3	0.02946955	0.01768173	0.02750491	0.02619515
polyommatus_icarus	TRINITY_DN19451_c0_g1(+)	icarus.TRINITY_DN19451_c0_g1	NA	690	1	0	689	1312	1311	1	0	0	0	0.0007622	0.0	0.0003811	0.0003811	327	315	6	4	2	0	0.02446483	0.01834862	0.01834862	0.01936799
polyommatus_icarus	TRINITY_DN19453_c2_g1(+)	icarus.TRINITY_DN19453_c2_g1	NA	296	0	0	296	550	549	0	1	0	0	0.0	0.00181818	0.00090909	0.00090909	157	148	5	0	3	1	0.05095541	0.01910828	0.03184713	0.0329087
polyommatus_icarus	TRINITY_DN19454_c5_g6(-)	icarus.TRINITY_DN19454_c5_g6	NA	26	0	0	26	50	50	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19455_c0_g1(+)	icarus.TRINITY_DN19455_c0_g1	NA	1404	1	0	1403	2678	2677	1	0	0	0	0.00037341	0.0	0.00018671	0.00018671	668	653	4	10	1	0	0.00748503	0.01646707	0.01122754	0.01147704
polyommatus_icarus	TRINITY_DN19456_c2_g1(+)	icarus.TRINITY_DN19456_c2_g1	OG0003420	342	1	0	341	661	658	2	0	1	0	0.00453858	0.00151286	0.00226929	0.00252143	149	147	1	0	1	0	0.01342282	0.00671141	0.00671141	0.00782998
polyommatus_icarus	TRINITY_DN19456_c3_g1(+)	icarus.TRINITY_DN19456_c3_g1	NA	679	1	1	677	1230	1230	0	0	0	0	0.0	0.0	0.0	0.0	380	367	6	7	0	0	0.01578947	0.01842105	0.01710526	0.01710526
polyommatus_icarus	TRINITY_DN19457_c2_g1(+)	icarus.TRINITY_DN19457_c2_g1	NA	562	0	0	562	1026	1019	3	4	0	0	0.00292398	0.00389864	0.00341131	0.00341131	230	224	3	3	0	0	0.01304348	0.01304348	0.01304348	0.01304348
polyommatus_icarus	TRINITY_DN19457_c3_g1(+)	icarus.TRINITY_DN19457_c3_g1	OG0002152	256	0	0	256	477	477	0	0	0	0	0.0	0.0	0.0	0.0	130	125	1	3	0	1	0.00769231	0.02307692	0.02307692	0.02051282
polyommatus_icarus	TRINITY_DN19458_c0_g1(+)	icarus.TRINITY_DN19458_c0_g1	NA	238	0	0	238	443	443	0	0	0	0	0.0	0.0	0.0	0.0	114	108	2	4	0	0	0.01754386	0.03508772	0.02631579	0.02631579
polyommatus_icarus	TRINITY_DN19460_c4_g1(+)	icarus.TRINITY_DN19460_c4_g1	NA	23	0	0	23	41	41	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19461_c1_g1(+)	icarus.TRINITY_DN19461_c1_g1	OG0002107	291	0	0	291	530	528	0	1	0	1	0.0	0.00188679	0.00283019	0.00220126	100	94	1	1	0	4	0.01	0.01	0.05	0.03666667
polyommatus_icarus	TRINITY_DN19464_c0_g1(+)	icarus.TRINITY_DN19464_c0_g1	NA	577	0	1	576	1098	1097	1	0	0	0	0.00091075	0.0	0.00045537	0.00045537	334	326	4	4	0	0	0.01197605	0.01197605	0.01197605	0.01197605
polyommatus_icarus	TRINITY_DN19465_c2_g1(+)	icarus.TRINITY_DN19465_c2_g1	OG0002873	388	0	0	388	724	723	0	1	0	0	0.0	0.00138122	0.00069061	0.00069061	178	171	5	2	0	0	0.02808989	0.01123596	0.01966292	0.01966292
polyommatus_icarus	TRINITY_DN19466_c0_g3(+)	icarus.TRINITY_DN19466_c0_g3	NA	630	0	0	630	1188	1183	2	1	1	1	0.00252525	0.0016835	0.00252525	0.00238496	264	259	4	1	0	0	0.01515152	0.00378788	0.0094697	0.0094697
polyommatus_icarus	TRINITY_DN19466_c1_g1(+)	icarus.TRINITY_DN19466_c1_g1	NA	469	0	1	468	896	894	0	0	0	2	0.0	0.0	0.00223214	0.00148809	211	207	1	1	1	1	0.00947867	0.00947867	0.01184834	0.01105845
polyommatus_icarus	TRINITY_DN19467_c1_g1(+)	icarus.TRINITY_DN19467_c1_g1	OG0005024	1227	0	0	1227	2255	2253	0	2	0	0	0.0	0.00088692	0.00044346	0.00044346	583	563	5	8	2	5	0.01200686	0.01715266	0.02144082	0.0191538
polyommatus_icarus	TRINITY_DN19468_c1_g1(+)	icarus.TRINITY_DN19468_c1_g1	NA	227	0	0	227	428	426	1	0	1	0	0.0046729	0.00233645	0.00233645	0.00272586	117	111	4	2	0	0	0.03418803	0.01709402	0.02564103	0.02564103
polyommatus_icarus	TRINITY_DN19468_c2_g1(+)	icarus.TRINITY_DN19468_c2_g1	NA	1028	1	1	1026	1932	1931	0	1	0	0	0.0	0.0005176	0.0002588	0.0002588	435	425	2	6	2	0	0.0091954	0.0183908	0.01149425	0.01226053
polyommatus_icarus	TRINITY_DN19469_c5_g1(+)	icarus.TRINITY_DN19469_c5_g1	NA	240	0	0	240	456	454	0	1	1	0	0.00219298	0.00438596	0.00219298	0.00255848	98	96	1	1	0	0	0.01020408	0.01020408	0.01020408	0.01020408
polyommatus_icarus	TRINITY_DN19469_c8_g1(+)	icarus.TRINITY_DN19469_c8_g1	NA	457	0	1	456	861	855	3	0	2	1	0.0058072	0.00232288	0.00406504	0.00406504	184	178	1	3	0	2	0.00543478	0.01630435	0.02173913	0.01811594
polyommatus_icarus	TRINITY_DN19469_c8_g3(-)	icarus.TRINITY_DN19469_c8_g3	NA	50	0	0	50	87	84	2	0	0	1	0.02298851	0.0	0.02298851	0.01915709	10	10	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19470_c1_g2(+)	icarus.TRINITY_DN19470_c1_g2	OG0003278	519	0	0	519	986	985	0	0	0	1	0.0	0.0	0.0010142	0.00067613	186	183	0	1	0	2	0.0	0.00537634	0.01344086	0.00985663
polyommatus_icarus	TRINITY_DN19471_c0_g1(+)	icarus.TRINITY_DN19471_c0_g1	OG0002301	477	0	0	477	884	884	0	0	0	0	0.0	0.0	0.0	0.0	233	216	11	4	2	0	0.05579399	0.02575107	0.03648069	0.0379113
polyommatus_icarus	TRINITY_DN19472_c4_g1(+)	icarus.TRINITY_DN19472_c4_g1	NA	57	0	0	57	107	106	0	1	0	0	0.0	0.00934579	0.0046729	0.0046729	31	30	0	1	0	0	0.0	0.03225806	0.01612903	0.01612903
polyommatus_icarus	TRINITY_DN19472_c5_g1(+)	icarus.TRINITY_DN19472_c5_g1	NA	692	0	0	692	1295	1294	1	0	0	0	0.0007722	0.0	0.0003861	0.0003861	324	312	3	8	0	1	0.00925926	0.02469136	0.02006173	0.01903292
polyommatus_icarus	TRINITY_DN19473_c3_g2(+)	icarus.TRINITY_DN19473_c3_g2	NA	5	0	0	5	11	11	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19474_c0_g1(+)	icarus.TRINITY_DN19474_c0_g1	NA	855	0	0	855	1544	1542	0	2	0	0	0.0	0.00129534	0.00064767	0.00064767	374	345	9	18	2	0	0.02941176	0.05347594	0.03877005	0.03966132
polyommatus_icarus	TRINITY_DN19474_c0_g2(-)	icarus.TRINITY_DN19474_c0_g2	NA	58	0	0	58	106	106	0	0	0	0	0.0	0.0	0.0	0.0	24	22	0	0	0	2	0.0	0.0	0.08333333	0.05555555
polyommatus_icarus	TRINITY_DN19476_c2_g1(+)	icarus.TRINITY_DN19476_c2_g1	NA	294	0	0	294	546	543	2	1	0	0	0.003663	0.0018315	0.00274725	0.00274725	128	125	2	0	1	0	0.0234375	0.0078125	0.01171875	0.01302083
polyommatus_icarus	TRINITY_DN19476_c2_g2(+)	icarus.TRINITY_DN19476_c2_g2	OG0001446	266	0	0	266	502	502	0	0	0	0	0.0	0.0	0.0	0.0	105	102	3	0	0	0	0.02857143	0.0	0.01428571	0.01428571
polyommatus_icarus	TRINITY_DN19477_c0_g1(+)	icarus.TRINITY_DN19477_c0_g1	NA	806	0	0	806	1459	1459	0	0	0	0	0.0	0.0	0.0	0.0	361	334	21	4	2	0	0.06371191	0.0166205	0.03739612	0.03831948
polyommatus_icarus	TRINITY_DN19478_c5_g1(+)	icarus.TRINITY_DN19478_c5_g1	NA	993	0	0	993	1894	1892	0	1	1	0	0.00052798	0.00105597	0.00052798	0.00061598	453	445	3	4	1	0	0.00883002	0.01103753	0.00883002	0.00919794
polyommatus_icarus	TRINITY_DN19478_c5_g2(+)	icarus.TRINITY_DN19478_c5_g2	NA	218	0	0	218	401	399	0	0	1	1	0.00249377	0.00249377	0.00374065	0.00332502	84	82	0	2	0	0	0.0	0.02380952	0.01190476	0.01190476
polyommatus_icarus	TRINITY_DN19479_c0_g2(+)	icarus.TRINITY_DN19479_c0_g2	NA	60	0	0	60	112	112	0	0	0	0	0.0	0.0	0.0	0.0	35	33	1	1	0	0	0.02857143	0.02857143	0.02857143	0.02857143
polyommatus_icarus	TRINITY_DN19480_c3_g1(+)	icarus.TRINITY_DN19480_c3_g1	NA	129	0	0	129	245	245	0	0	0	0	0.0	0.0	0.0	0.0	41	39	2	0	0	0	0.04878049	0.0	0.02439024	0.02439024
polyommatus_icarus	TRINITY_DN19480_c4_g1(+)	icarus.TRINITY_DN19480_c4_g1	NA	264	0	0	264	492	492	0	0	0	0	0.0	0.0	0.0	0.0	149	147	2	0	0	0	0.01342282	0.0	0.00671141	0.00671141
polyommatus_icarus	TRINITY_DN19481_c2_g1(+)	icarus.TRINITY_DN19481_c2_g1	NA	356	0	0	356	656	654	0	0	0	2	0.0	0.0	0.00304878	0.00203252	113	109	0	1	0	3	0.0	0.00884956	0.03097345	0.02212389
polyommatus_icarus	TRINITY_DN19481_c3_g1(+)	icarus.TRINITY_DN19481_c3_g1	NA	333	0	0	333	600	600	0	0	0	0	0.0	0.0	0.0	0.0	218	204	4	8	0	2	0.01834862	0.03669725	0.03669725	0.03363914
polyommatus_icarus	TRINITY_DN19483_c0_g1(+)	icarus.TRINITY_DN19483_c0_g1	NA	392	1	0	391	717	710	3	3	1	0	0.0055788	0.0055788	0.00488145	0.0051139	203	194	1	7	0	1	0.00492611	0.03448276	0.02463054	0.0229885
polyommatus_icarus	TRINITY_DN19484_c3_g3(-)	icarus.TRINITY_DN19484_c3_g3	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19486_c0_g1(+)	icarus.TRINITY_DN19486_c0_g1	NA	704	0	0	704	1310	1302	2	3	1	2	0.00229008	0.00305344	0.00381679	0.00343511	298	285	3	8	2	0	0.01677852	0.03355705	0.02181208	0.02293065
polyommatus_icarus	TRINITY_DN19486_c0_g3(-)	icarus.TRINITY_DN19486_c0_g3	NA	62	0	0	62	117	116	0	1	0	0	0.0	0.00854701	0.0042735	0.0042735	41	40	0	1	0	0	0.0	0.02439024	0.01219512	0.01219512
polyommatus_icarus	TRINITY_DN19487_c1_g4(+)	icarus.TRINITY_DN19487_c1_g4	NA	356	0	0	356	659	659	0	0	0	0	0.0	0.0	0.0	0.0	205	192	5	4	4	0	0.04390244	0.03902439	0.03170732	0.03495935
polyommatus_icarus	TRINITY_DN19488_c2_g1(+)	icarus.TRINITY_DN19488_c2_g1	NA	113	0	0	113	210	209	0	0	0	1	0.0	0.0	0.0047619	0.0031746	46	45	0	1	0	0	0.0	0.02173913	0.01086957	0.01086957
polyommatus_icarus	TRINITY_DN19488_c3_g1(+)	icarus.TRINITY_DN19488_c3_g1	NA	603	0	1	602	1155	1153	1	1	0	0	0.0008658	0.0008658	0.0008658	0.0008658	345	333	5	5	2	0	0.02028986	0.02028986	0.0173913	0.01835749
polyommatus_icarus	TRINITY_DN19489_c3_g2(+)	icarus.TRINITY_DN19489_c3_g2	NA	334	0	3	331	615	613	2	0	0	0	0.00325203	0.0	0.00162602	0.00162602	127	123	3	1	0	0	0.02362205	0.00787402	0.01574803	0.01574803
polyommatus_icarus	TRINITY_DN19490_c2_g1(+)	icarus.TRINITY_DN19490_c2_g1	NA	472	0	1	471	903	900	1	2	0	0	0.00110742	0.00221484	0.00166113	0.00166113	207	206	0	0	1	0	0.00483092	0.00483092	0.00241546	0.00322061
polyommatus_icarus	TRINITY_DN19490_c2_g2(+)	icarus.TRINITY_DN19490_c2_g2	NA	67	0	2	65	113	108	2	3	0	0	0.01769912	0.02654867	0.02212389	0.02212389	30	29	0	0	1	0	0.03333333	0.03333333	0.01666667	0.02222222
polyommatus_icarus	TRINITY_DN19491_c0_g1(+)	icarus.TRINITY_DN19491_c0_g1	NA	372	0	0	372	692	692	0	0	0	0	0.0	0.0	0.0	0.0	174	170	1	1	1	1	0.01149425	0.01149425	0.01436782	0.01340996
polyommatus_icarus	TRINITY_DN19491_c0_g2(+)	icarus.TRINITY_DN19491_c0_g2	NA	633	1	0	632	1106	1100	4	2	0	0	0.00361664	0.00180832	0.00271248	0.00271248	275	249	18	5	1	2	0.06909091	0.02181818	0.05090909	0.04909091
polyommatus_icarus	TRINITY_DN19492_c0_g1(+)	icarus.TRINITY_DN19492_c0_g1	NA	927	0	0	927	1760	1757	3	0	0	0	0.00170455	0.0	0.00085227	0.00085227	350	344	4	2	0	0	0.01142857	0.00571429	0.00857143	0.00857143
polyommatus_icarus	TRINITY_DN19493_c3_g1(+)	icarus.TRINITY_DN19493_c3_g1	NA	205	0	0	205	384	384	0	0	0	0	0.0	0.0	0.0	0.0	90	88	1	0	0	1	0.01111111	0.0	0.01666667	0.01296296
polyommatus_icarus	TRINITY_DN19493_c4_g2(+)	icarus.TRINITY_DN19493_c4_g2	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
polyommatus_icarus	TRINITY_DN19494_c0_g1(+)	icarus.TRINITY_DN19494_c0_g1	NA	259	0	1	258	475	469	2	4	0	0	0.00421053	0.00842105	0.00631579	0.00631579	84	77	0	5	0	2	0.0	0.05952381	0.05357143	0.04563492
polyommatus_icarus	TRINITY_DN19494_c0_g2(+)	icarus.TRINITY_DN19494_c0_g2	OG0003892	627	0	0	627	1182	1180	2	0	0	0	0.00169205	0.0	0.00084602	0.00084602	239	234	2	3	0	0	0.0083682	0.0125523	0.01046025	0.01046025
polyommatus_icarus	TRINITY_DN19495_c0_g1(+)	icarus.TRINITY_DN19495_c0_g1	OG0001582	412	0	1	411	769	766	0	3	0	0	0.0	0.00390117	0.00195059	0.00195059	192	186	3	3	0	0	0.015625	0.015625	0.015625	0.015625
polyommatus_icarus	TRINITY_DN19497_c0_g3(+)	icarus.TRINITY_DN19497_c0_g3	NA	1091	1	2	1088	2076	2054	5	16	1	0	0.00289017	0.00818882	0.00529865	0.00537893	375	371	0	4	0	0	0.0	0.01066667	0.00533333	0.00533333
polyommatus_icarus	TRINITY_DN19501_c0_g1(+)	icarus.TRINITY_DN19501_c0_g1	NA	51	0	0	51	93	92	0	0	1	0	0.01075269	0.01075269	0.00537634	0.00716846	21	20	1	0	0	0	0.04761905	0.0	0.02380952	0.02380952
polyommatus_icarus	TRINITY_DN19501_c0_g2(+)	icarus.TRINITY_DN19501_c0_g2	NA	666	0	1	665	1276	1272	0	3	0	1	0.0	0.0023511	0.00195925	0.00169802	231	222	5	2	0	2	0.02164502	0.00865801	0.02380952	0.02092352
polyommatus_icarus	TRINITY_DN19503_c1_g3(+)	icarus.TRINITY_DN19503_c1_g3	NA	655	0	6	649	1170	1151	15	2	1	1	0.01367521	0.0025641	0.00854701	0.00840456	245	234	10	0	0	1	0.04081633	0.0	0.0244898	0.02312925
polyommatus_icarus	TRINITY_DN19504_c0_g1(+)	icarus.TRINITY_DN19504_c0_g1	NA	171	1	0	170	330	329	1	0	0	0	0.0030303	0.0	0.00151515	0.00151515	84	81	1	2	0	0	0.01190476	0.02380952	0.01785714	0.01785714
polyommatus_icarus	TRINITY_DN19504_c0_g2(-)	icarus.TRINITY_DN19504_c0_g2	NA	64	0	0	64	118	112	3	1	0	2	0.02542373	0.00847458	0.03389831	0.02824859	13	13	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19505_c0_g2(+)	icarus.TRINITY_DN19505_c0_g2	NA	453	0	0	453	863	859	4	0	0	0	0.00463499	0.0	0.0023175	0.0023175	237	231	3	1	2	0	0.02109705	0.01265823	0.01265823	0.0140647
polyommatus_icarus	TRINITY_DN19505_c0_g3(+)	icarus.TRINITY_DN19505_c0_g3	NA	90	0	0	90	170	169	0	1	0	0	0.0	0.00588235	0.00294118	0.00294118	51	51	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19507_c1_g1(-)	icarus.TRINITY_DN19507_c1_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19509_c3_g7(+)	icarus.TRINITY_DN19509_c3_g7	NA	70	0	0	70	124	121	0	1	2	0	0.01612903	0.02419355	0.01209677	0.01478494	46	45	0	0	1	0	0.02173913	0.02173913	0.01086957	0.01449276
polyommatus_icarus	TRINITY_DN19510_c0_g1(+)	icarus.TRINITY_DN19510_c0_g1	NA	111	0	0	111	194	187	4	2	1	0	0.0257732	0.01546392	0.01804124	0.01890035	29	28	0	1	0	0	0.0	0.03448276	0.01724138	0.01724138
polyommatus_icarus	TRINITY_DN19511_c4_g1(+)	icarus.TRINITY_DN19511_c4_g1	NA	222	0	0	222	397	397	0	0	0	0	0.0	0.0	0.0	0.0	112	108	3	0	1	0	0.03571429	0.00892857	0.01785714	0.01934524
polyommatus_icarus	TRINITY_DN19512_c5_g1(+)	icarus.TRINITY_DN19512_c5_g1	NA	511	0	0	511	960	960	0	0	0	0	0.0	0.0	0.0	0.0	205	200	2	2	1	0	0.01463415	0.01463415	0.01219512	0.01300813
polyommatus_icarus	TRINITY_DN19513_c5_g1(+)	icarus.TRINITY_DN19513_c5_g1	NA	250	0	0	250	453	452	1	0	0	0	0.00220751	0.0	0.00110375	0.00110375	135	132	2	1	0	0	0.01481481	0.00740741	0.01111111	0.01111111
polyommatus_icarus	TRINITY_DN19514_c0_g2(+)	icarus.TRINITY_DN19514_c0_g2	OG0004257	884	0	0	884	1642	1636	6	0	0	0	0.00365408	0.0	0.00182704	0.00182704	328	317	4	7	0	0	0.01219512	0.02134146	0.01676829	0.01676829
polyommatus_icarus	TRINITY_DN19515_c0_g1(+)	icarus.TRINITY_DN19515_c0_g1	NA	156	0	0	156	286	285	0	1	0	0	0.0	0.0034965	0.00174825	0.00174825	52	50	0	1	0	1	0.0	0.01923077	0.02884615	0.0224359
polyommatus_icarus	TRINITY_DN19516_c0_g1(+)	icarus.TRINITY_DN19516_c0_g1	OG0002553	665	0	1	664	1235	1227	3	3	1	1	0.00323887	0.00323887	0.00364372	0.00350877	211	204	1	5	0	1	0.00473934	0.02369668	0.01895735	0.01737757
polyommatus_icarus	TRINITY_DN19517_c0_g1(+)	icarus.TRINITY_DN19517_c0_g1	NA	846	1	1	844	1584	1575	2	5	2	0	0.00252525	0.00441919	0.00284091	0.00305135	286	281	1	2	2	0	0.01048951	0.01398601	0.00874126	0.00990676
polyommatus_icarus	TRINITY_DN19518_c2_g1(+)	icarus.TRINITY_DN19518_c2_g1	OG0003416	271	0	0	271	495	495	0	0	0	0	0.0	0.0	0.0	0.0	110	107	1	2	0	0	0.00909091	0.01818182	0.01363636	0.01363636
polyommatus_icarus	TRINITY_DN19518_c3_g1(+)	icarus.TRINITY_DN19518_c3_g1	NA	55	0	0	55	103	102	0	0	0	1	0.0	0.0	0.00970874	0.00647249	26	26	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19518_c4_g1(-)	icarus.TRINITY_DN19518_c4_g1	NA	82	0	0	82	148	140	5	1	2	0	0.0472973	0.02027027	0.02702703	0.02927928	43	43	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19519_c0_g1(+)	icarus.TRINITY_DN19519_c0_g1	NA	264	0	0	264	474	469	1	2	1	1	0.00421941	0.00632911	0.00632911	0.00597749	97	94	1	1	0	1	0.01030928	0.01030928	0.02061856	0.01718213
polyommatus_icarus	TRINITY_DN19520_c1_g1(+)	icarus.TRINITY_DN19520_c1_g1	NA	797	1	0	796	1486	1486	0	0	0	0	0.0	0.0	0.0	0.0	353	340	1	5	7	0	0.02266289	0.03399433	0.0184136	0.0217186
polyommatus_icarus	TRINITY_DN19522_c0_g1(+)	icarus.TRINITY_DN19522_c0_g1	OG0003450	112	0	0	112	210	210	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN19523_c1_g4(+)	icarus.TRINITY_DN19523_c1_g4	NA	373	3	6	364	641	614	2	0	25	0	0.04212168	0.03900156	0.02106084	0.0275611	142	133	0	2	7	0	0.04929577	0.06338028	0.03169014	0.0399061
polyommatus_icarus	TRINITY_DN19524_c1_g1(+)	icarus.TRINITY_DN19524_c1_g1	NA	668	0	0	668	1307	1307	0	0	0	0	0.0	0.0	0.0	0.0	316	310	0	4	0	2	0.0	0.01265823	0.01265823	0.01054852
polyommatus_icarus	TRINITY_DN19525_c0_g1(+)	icarus.TRINITY_DN19525_c0_g1	NA	1316	1	0	1315	2449	2440	5	3	1	0	0.00244998	0.00163332	0.00183748	0.00190554	627	618	5	4	0	0	0.00797448	0.00637959	0.00717703	0.00717703
polyommatus_icarus	TRINITY_DN19526_c0_g1(+)	icarus.TRINITY_DN19526_c0_g1	NA	424	0	2	422	806	801	1	2	2	0	0.00372208	0.00496278	0.00310174	0.0035153	156	153	2	0	1	0	0.01923077	0.00641026	0.00961538	0.01068376
polyommatus_icarus	TRINITY_DN19527_c1_g1(+)	icarus.TRINITY_DN19527_c1_g1	NA	293	0	0	293	551	545	6	0	0	0	0.01088929	0.0	0.00544465	0.00544465	140	136	3	1	0	0	0.02142857	0.00714286	0.01428571	0.01428571
