species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_AC_397	0_pi_AC_72	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_AC_397	4_pi_AC_72	4_pi_between	4_pi_total
aricia_cramera	TRINITY_DN18441_c3_g1(+)	cramera.TRINITY_DN18441_c3_g1	NA	102	0	0	102	194	193	0	0	1	0	0.00515464	0.00515464	0.00257732	0.00343643	41	39	0	2	0	0	0.0	0.04878049	0.02439024	0.02439024
aricia_cramera	TRINITY_DN18441_c4_g1(+)	cramera.TRINITY_DN18441_c4_g1	OG0002342	444	0	0	444	822	821	0	1	0	0	0.0	0.00121655	0.00060827	0.00060827	184	177	3	3	1	0	0.02173913	0.02173913	0.01902174	0.01992754
aricia_cramera	TRINITY_DN18442_c2_g1(+)	cramera.TRINITY_DN18442_c2_g1	OG0001513	205	0	0	205	391	390	1	0	0	0	0.00255754	0.0	0.00127877	0.00127877	82	82	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18442_c2_g2(+)	cramera.TRINITY_DN18442_c2_g2	NA	84	0	0	84	158	157	0	1	0	0	0.0	0.00632911	0.00316456	0.00316456	32	31	0	1	0	0	0.0	0.03125	0.015625	0.015625
aricia_cramera	TRINITY_DN18443_c2_g2(+)	cramera.TRINITY_DN18443_c2_g2	NA	83	0	0	83	157	155	0	1	1	0	0.00636943	0.01273885	0.00636943	0.007431	27	27	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18443_c2_g3(-)	cramera.TRINITY_DN18443_c2_g3	NA	46	0	0	46	82	77	0	0	5	0	0.06097561	0.06097561	0.0304878	0.0406504	13	13	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18444_c4_g4(+)	cramera.TRINITY_DN18444_c4_g4	NA	396	0	0	396	761	760	1	0	0	0	0.00131406	0.0	0.00065703	0.00065703	204	201	1	1	1	0	0.00980392	0.00980392	0.00735294	0.00816993
aricia_cramera	TRINITY_DN18445_c2_g1(+)	cramera.TRINITY_DN18445_c2_g1	NA	6	0	0	6	9	9	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18446_c0_g1(+)	cramera.TRINITY_DN18446_c0_g1	NA	144	0	0	144	259	256	0	1	2	0	0.00772201	0.01158301	0.00579151	0.00707851	54	52	0	1	1	0	0.01851852	0.03703704	0.01851852	0.02160494
aricia_cramera	TRINITY_DN18447_c1_g2(+)	cramera.TRINITY_DN18447_c1_g2	NA	259	0	0	259	483	483	0	0	0	0	0.0	0.0	0.0	0.0	166	166	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18447_c1_g4(+)	cramera.TRINITY_DN18447_c1_g4	NA	45	0	0	45	87	87	0	0	0	0	0.0	0.0	0.0	0.0	22	21	0	1	0	0	0.0	0.04545455	0.02272727	0.02272727
aricia_cramera	TRINITY_DN18451_c1_g1(+)	cramera.TRINITY_DN18451_c1_g1	NA	271	0	1	270	511	509	1	1	0	0	0.00195695	0.00195695	0.00195695	0.00195695	111	107	2	2	0	0	0.01801802	0.01801802	0.01801802	0.01801802
aricia_cramera	TRINITY_DN18451_c2_g2(+)	cramera.TRINITY_DN18451_c2_g2	NA	491	0	0	491	924	923	1	0	0	0	0.00108225	0.0	0.00054113	0.00054113	257	244	6	3	2	2	0.0311284	0.01945525	0.02918288	0.02788586
aricia_cramera	TRINITY_DN18452_c1_g2(+)	cramera.TRINITY_DN18452_c1_g2	NA	188	0	0	188	358	358	0	0	0	0	0.0	0.0	0.0	0.0	77	75	0	0	2	0	0.02597403	0.02597403	0.01298701	0.01731602
aricia_cramera	TRINITY_DN18452_c1_g3(-)	cramera.TRINITY_DN18452_c1_g3	NA	19	0	0	19	38	38	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18452_c1_g4(+)	cramera.TRINITY_DN18452_c1_g4	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN18452_c1_g5(+)	cramera.TRINITY_DN18452_c1_g5	NA	1243	0	0	1243	2365	2363	1	1	0	0	0.00042283	0.00042283	0.00042283	0.00042283	517	512	2	3	0	0	0.00386847	0.00580271	0.00483559	0.00483559
aricia_cramera	TRINITY_DN18452_c2_g1(+)	cramera.TRINITY_DN18452_c2_g1	OG0003574	143	0	0	143	269	269	0	0	0	0	0.0	0.0	0.0	0.0	74	72	0	1	0	1	0.0	0.01351351	0.02027027	0.01576577
aricia_cramera	TRINITY_DN18453_c0_g1(+)	cramera.TRINITY_DN18453_c0_g1	NA	817	0	0	817	1507	1495	4	6	1	1	0.00331785	0.00464499	0.00431321	0.00420261	255	247	2	6	0	0	0.00784314	0.02352941	0.01568627	0.01568627
aricia_cramera	TRINITY_DN18454_c3_g1(+)	cramera.TRINITY_DN18454_c3_g1	NA	342	0	0	342	651	651	0	0	0	0	0.0	0.0	0.0	0.0	173	171	0	0	2	0	0.01156069	0.01156069	0.00578035	0.00770713
aricia_cramera	TRINITY_DN18454_c4_g1(+)	cramera.TRINITY_DN18454_c4_g1	OG0001696	316	0	0	316	598	598	0	0	0	0	0.0	0.0	0.0	0.0	129	128	0	1	0	0	0.0	0.00775194	0.00387597	0.00387597
aricia_cramera	TRINITY_DN18455_c0_g1(+)	cramera.TRINITY_DN18455_c0_g1	NA	866	0	0	866	1667	1665	1	1	0	0	0.00059988	0.00059988	0.00059988	0.00059988	440	435	1	3	0	1	0.00227273	0.00681818	0.00681818	0.00606061
aricia_cramera	TRINITY_DN18457_c0_g1(+)	cramera.TRINITY_DN18457_c0_g1	NA	141	0	0	141	261	256	1	1	3	0	0.01532567	0.01532567	0.00957854	0.01149425	50	49	0	0	1	0	0.02	0.02	0.01	0.01333333
aricia_cramera	TRINITY_DN18457_c0_g3(+)	cramera.TRINITY_DN18457_c0_g3	NA	1290	0	1	1289	2414	2406	3	4	0	1	0.00124275	0.001657	0.00186413	0.00172604	501	494	3	2	1	1	0.00798403	0.00598802	0.00798403	0.00765136
aricia_cramera	TRINITY_DN18458_c0_g1(-)	cramera.TRINITY_DN18458_c0_g1	NA	52	0	0	52	100	99	0	0	0	1	0.0	0.0	0.01	0.00666667	10	10	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18459_c1_g1(+)	cramera.TRINITY_DN18459_c1_g1	NA	14	0	0	14	23	23	0	0	0	0	0.0	0.0	0.0	0.0	9	7	2	0	0	0	0.22222222	0.0	0.11111111	0.11111111
aricia_cramera	TRINITY_DN18459_c1_g2(+)	cramera.TRINITY_DN18459_c1_g2	NA	761	0	0	761	1413	1413	0	0	0	0	0.0	0.0	0.0	0.0	289	271	7	9	2	0	0.03114187	0.03806228	0.03114187	0.03229527
aricia_cramera	TRINITY_DN18461_c2_g1(+)	cramera.TRINITY_DN18461_c2_g1	NA	343	0	0	343	642	642	0	0	0	0	0.0	0.0	0.0	0.0	174	169	4	0	1	0	0.02873563	0.00574713	0.01436782	0.01532567
aricia_cramera	TRINITY_DN18461_c3_g1(+)	cramera.TRINITY_DN18461_c3_g1	NA	132	0	0	132	247	247	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18462_c1_g1(+)	cramera.TRINITY_DN18462_c1_g1	OG0003551	415	0	0	415	782	779	1	2	0	0	0.00127877	0.00255754	0.00191816	0.00191816	134	131	1	1	1	0	0.01492537	0.01492537	0.01119403	0.01243781
aricia_cramera	TRINITY_DN18462_c2_g1(-)	cramera.TRINITY_DN18462_c2_g1	NA	63	0	0	63	118	117	0	0	0	1	0.0	0.0	0.00847458	0.00564972	36	36	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18465_c2_g1(+)	cramera.TRINITY_DN18465_c2_g1	OG0003656	293	0	0	293	551	551	0	0	0	0	0.0	0.0	0.0	0.0	152	151	1	0	0	0	0.00657895	0.0	0.00328947	0.00328947
aricia_cramera	TRINITY_DN18465_c3_g3(+)	cramera.TRINITY_DN18465_c3_g3	NA	458	1	0	457	855	854	1	0	0	0	0.00116959	0.0	0.0005848	0.0005848	188	183	2	3	0	0	0.0106383	0.01595745	0.01329787	0.01329787
aricia_cramera	TRINITY_DN18466_c1_g1(+)	cramera.TRINITY_DN18466_c1_g1	OG0002039	529	0	0	529	1003	999	2	1	0	1	0.00199402	0.00099701	0.00249252	0.00216019	230	228	0	2	0	0	0.0	0.00869565	0.00434783	0.00434783
aricia_cramera	TRINITY_DN18466_c2_g2(+)	cramera.TRINITY_DN18466_c2_g2	NA	147	0	0	147	272	271	1	0	0	0	0.00367647	0.0	0.00183824	0.00183824	70	70	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18468_c0_g1(+)	cramera.TRINITY_DN18468_c0_g1	NA	946	0	0	946	1785	1780	3	2	0	0	0.00168067	0.00112045	0.00140056	0.00140056	442	431	4	4	3	0	0.0158371	0.0158371	0.01244344	0.01357466
aricia_cramera	TRINITY_DN18471_c4_g2(+)	cramera.TRINITY_DN18471_c4_g2	NA	213	0	0	213	399	396	1	2	0	0	0.00250627	0.00501253	0.0037594	0.0037594	89	88	0	1	0	0	0.0	0.01123596	0.00561798	0.00561798
aricia_cramera	TRINITY_DN18471_c4_g6(+)	cramera.TRINITY_DN18471_c4_g6	NA	169	0	0	169	323	323	0	0	0	0	0.0	0.0	0.0	0.0	60	59	1	0	0	0	0.01666667	0.0	0.00833333	0.00833333
aricia_cramera	TRINITY_DN18472_c1_g5(+)	cramera.TRINITY_DN18472_c1_g5	NA	248	0	0	248	457	457	0	0	0	0	0.0	0.0	0.0	0.0	103	103	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18473_c2_g1(+)	cramera.TRINITY_DN18473_c2_g1	NA	13	0	0	13	25	25	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18473_c3_g1(+)	cramera.TRINITY_DN18473_c3_g1	NA	670	0	0	670	1251	1248	0	3	0	0	0.0	0.00239808	0.00119904	0.00119904	298	293	0	4	0	1	0.0	0.01342282	0.01006711	0.00894854
aricia_cramera	TRINITY_DN18474_c1_g1(+)	cramera.TRINITY_DN18474_c1_g1	NA	153	0	0	153	292	291	1	0	0	0	0.00342466	0.0	0.00171233	0.00171233	55	55	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18474_c2_g1(+)	cramera.TRINITY_DN18474_c2_g1	NA	33	0	0	33	60	60	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18474_c3_g1(+)	cramera.TRINITY_DN18474_c3_g1	NA	112	0	0	112	216	216	0	0	0	0	0.0	0.0	0.0	0.0	44	43	0	1	0	0	0.0	0.02272727	0.01136364	0.01136364
aricia_cramera	TRINITY_DN18475_c1_g2(+)	cramera.TRINITY_DN18475_c1_g2	NA	200	0	0	200	380	380	0	0	0	0	0.0	0.0	0.0	0.0	79	79	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18475_c1_g3(+)	cramera.TRINITY_DN18475_c1_g3	NA	39	0	0	39	74	74	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18476_c3_g1(-)	cramera.TRINITY_DN18476_c3_g1	NA	43	0	0	43	78	75	1	2	0	0	0.01282051	0.02564103	0.01923077	0.01923077	29	27	1	0	0	1	0.03448276	0.0	0.05172414	0.04022989
aricia_cramera	TRINITY_DN18476_c4_g1(+)	cramera.TRINITY_DN18476_c4_g1	OG0003612	316	1	0	315	597	596	0	1	0	0	0.0	0.00167504	0.00083752	0.00083752	136	132	3	1	0	0	0.02205882	0.00735294	0.01470588	0.01470588
aricia_cramera	TRINITY_DN18477_c6_g1(+)	cramera.TRINITY_DN18477_c6_g1	NA	37	0	0	37	72	72	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18477_c6_g2(+)	cramera.TRINITY_DN18477_c6_g2	NA	49	0	0	49	90	90	0	0	0	0	0.0	0.0	0.0	0.0	24	23	0	0	1	0	0.04166667	0.04166667	0.02083333	0.02777778
aricia_cramera	TRINITY_DN18477_c7_g5(+)	cramera.TRINITY_DN18477_c7_g5	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN18477_c7_g6(+)	cramera.TRINITY_DN18477_c7_g6	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN18478_c0_g2(+)	cramera.TRINITY_DN18478_c0_g2	NA	433	1	2	430	786	783	3	0	0	0	0.00381679	0.0	0.0019084	0.0019084	178	167	11	0	0	0	0.06179775	0.0	0.03089888	0.03089888
aricia_cramera	TRINITY_DN18479_c3_g1(+)	cramera.TRINITY_DN18479_c3_g1	OG0002122	539	0	0	539	1027	1026	0	1	0	0	0.0	0.00097371	0.00048685	0.00048685	199	195	0	3	0	1	0.0	0.01507538	0.01256281	0.01088777
aricia_cramera	TRINITY_DN18480_c1_g1(-)	cramera.TRINITY_DN18480_c1_g1	NA	118	0	0	118	200	193	0	3	4	0	0.02	0.035	0.0175	0.02083333	34	32	1	0	1	0	0.05882353	0.02941176	0.02941176	0.03431372
aricia_cramera	TRINITY_DN18481_c3_g3(+)	cramera.TRINITY_DN18481_c3_g3	OG0004125	233	0	0	233	432	432	0	0	0	0	0.0	0.0	0.0	0.0	112	106	4	1	0	1	0.03571429	0.00892857	0.03125	0.02827381
aricia_cramera	TRINITY_DN18481_c4_g1(+)	cramera.TRINITY_DN18481_c4_g1	NA	410	0	0	410	764	764	0	0	0	0	0.0	0.0	0.0	0.0	232	226	5	1	0	0	0.02155172	0.00431034	0.01293103	0.01293103
aricia_cramera	TRINITY_DN18483_c1_g1(+)	cramera.TRINITY_DN18483_c1_g1	NA	333	0	1	332	611	611	0	0	0	0	0.0	0.0	0.0	0.0	151	145	1	4	1	0	0.01324503	0.03311258	0.01986755	0.0209713
aricia_cramera	TRINITY_DN18484_c1_g2(+)	cramera.TRINITY_DN18484_c1_g2	NA	552	0	0	552	1058	1058	0	0	0	0	0.0	0.0	0.0	0.0	252	252	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18484_c1_g3(+)	cramera.TRINITY_DN18484_c1_g3	NA	383	0	0	383	734	733	0	1	0	0	0.0	0.0013624	0.0006812	0.0006812	171	170	0	1	0	0	0.0	0.00584795	0.00292398	0.00292398
aricia_cramera	TRINITY_DN18485_c2_g2(+)	cramera.TRINITY_DN18485_c2_g2	NA	859	0	0	859	1583	1582	0	0	1	0	0.00063171	0.00063171	0.00031586	0.00042114	499	482	8	8	1	0	0.01803607	0.01803607	0.01703407	0.01736807
aricia_cramera	TRINITY_DN18486_c0_g1(+)	cramera.TRINITY_DN18486_c0_g1	OG0002200	555	0	0	555	1058	1057	0	1	0	0	0.0	0.00094518	0.00047259	0.00047259	257	253	2	2	0	0	0.0077821	0.0077821	0.0077821	0.0077821
aricia_cramera	TRINITY_DN18487_c0_g1(+)	cramera.TRINITY_DN18487_c0_g1	NA	1274	0	0	1274	2414	2414	0	0	0	0	0.0	0.0	0.0	0.0	595	591	0	3	0	1	0.0	0.00504202	0.00420168	0.00364146
aricia_cramera	TRINITY_DN18488_c0_g1(+)	cramera.TRINITY_DN18488_c0_g1	NA	783	2	0	781	1458	1452	1	5	0	0	0.00068587	0.00342936	0.00205761	0.00205761	251	244	3	4	0	0	0.01195219	0.01593625	0.01394422	0.01394422
aricia_cramera	TRINITY_DN18490_c0_g1(+)	cramera.TRINITY_DN18490_c0_g1	OG0001310	604	0	0	604	1139	1132	7	0	0	0	0.00614574	0.0	0.00307287	0.00307287	228	222	6	0	0	0	0.02631579	0.0	0.01315789	0.01315789
aricia_cramera	TRINITY_DN18491_c7_g1(-)	cramera.TRINITY_DN18491_c7_g1	NA	60	0	1	59	111	109	2	0	0	0	0.01801802	0.0	0.00900901	0.00900901	21	21	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18492_c0_g1(+)	cramera.TRINITY_DN18492_c0_g1	NA	1059	0	1	1058	1948	1941	2	2	3	0	0.00256674	0.00256674	0.00179671	0.00205339	463	448	1	8	6	0	0.01511879	0.03023758	0.0161987	0.01835853
aricia_cramera	TRINITY_DN18493_c0_g1(+)	cramera.TRINITY_DN18493_c0_g1	OG0004257	885	0	0	885	1651	1647	4	0	0	0	0.00242277	0.0	0.00121139	0.00121139	334	319	6	6	2	1	0.0239521	0.0239521	0.0239521	0.0239521
aricia_cramera	TRINITY_DN18495_c1_g1(+)	cramera.TRINITY_DN18495_c1_g1	NA	63	0	0	63	121	121	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18495_c1_g2(+)	cramera.TRINITY_DN18495_c1_g2	NA	203	0	0	203	382	382	0	0	0	0	0.0	0.0	0.0	0.0	81	79	1	1	0	0	0.01234568	0.01234568	0.01234568	0.01234568
aricia_cramera	TRINITY_DN18497_c0_g1(+)	cramera.TRINITY_DN18497_c0_g1	NA	249	0	0	249	473	473	0	0	0	0	0.0	0.0	0.0	0.0	120	118	0	2	0	0	0.0	0.01666667	0.00833333	0.00833333
aricia_cramera	TRINITY_DN18497_c0_g2(+)	cramera.TRINITY_DN18497_c0_g2	NA	1414	0	0	1414	2705	2704	0	0	0	1	0.0	0.0	0.00036969	0.00024646	588	576	0	5	0	7	0.0	0.0085034	0.01615646	0.01218821
aricia_cramera	TRINITY_DN18498_c0_g1(+)	cramera.TRINITY_DN18498_c0_g1	NA	1116	0	0	1116	2050	2048	1	0	1	0	0.00097561	0.0004878	0.0004878	0.0005691	501	482	7	5	7	0	0.02794411	0.0239521	0.01896208	0.02129076
aricia_cramera	TRINITY_DN18499_c1_g1(+)	cramera.TRINITY_DN18499_c1_g1	NA	23	0	0	23	43	41	2	0	0	0	0.04651163	0.0	0.02325581	0.02325581	4	4	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18499_c3_g1(+)	cramera.TRINITY_DN18499_c3_g1	NA	1306	0	0	1306	2549	2549	0	0	0	0	0.0	0.0	0.0	0.0	584	580	0	1	0	3	0.0	0.00171233	0.00599315	0.00428082
aricia_cramera	TRINITY_DN18500_c1_g3(+)	cramera.TRINITY_DN18500_c1_g3	NA	631	0	0	631	1187	1186	0	0	0	1	0.0	0.0	0.00084246	0.00056164	318	308	4	4	1	1	0.01572327	0.01572327	0.0172956	0.01677149
aricia_cramera	TRINITY_DN18501_c2_g2(+)	cramera.TRINITY_DN18501_c2_g2	NA	310	0	0	310	597	597	0	0	0	0	0.0	0.0	0.0	0.0	113	113	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18501_c3_g2(+)	cramera.TRINITY_DN18501_c3_g2	NA	232	0	0	232	446	446	0	0	0	0	0.0	0.0	0.0	0.0	115	115	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18502_c1_g1(+)	cramera.TRINITY_DN18502_c1_g1	NA	392	0	0	392	757	757	0	0	0	0	0.0	0.0	0.0	0.0	166	166	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18503_c0_g2(-)	cramera.TRINITY_DN18503_c0_g2	NA	73	0	1	72	131	128	2	1	0	0	0.01526718	0.00763359	0.01145038	0.01145038	31	31	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18504_c2_g2(+)	cramera.TRINITY_DN18504_c2_g2	NA	786	0	2	784	1474	1470	1	3	0	0	0.00067843	0.00203528	0.00135685	0.00135685	381	373	2	2	2	2	0.01049869	0.01049869	0.01312336	0.01224847
aricia_cramera	TRINITY_DN18505_c0_g1(+)	cramera.TRINITY_DN18505_c0_g1	NA	572	0	0	572	1093	1092	0	1	0	0	0.0	0.00091491	0.00045746	0.00045746	272	269	0	3	0	0	0.0	0.01102941	0.00551471	0.00551471
aricia_cramera	TRINITY_DN18505_c1_g1(-)	cramera.TRINITY_DN18505_c1_g1	NA	54	0	0	54	104	101	1	0	2	0	0.02884615	0.01923077	0.01442308	0.01762821	41	41	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18506_c1_g1(+)	cramera.TRINITY_DN18506_c1_g1	NA	83	0	0	83	159	159	0	0	0	0	0.0	0.0	0.0	0.0	33	32	1	0	0	0	0.03030303	0.0	0.01515152	0.01515152
aricia_cramera	TRINITY_DN18507_c4_g1(+)	cramera.TRINITY_DN18507_c4_g1	NA	84	0	0	84	160	160	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18508_c8_g3(+)	cramera.TRINITY_DN18508_c8_g3	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
aricia_cramera	TRINITY_DN18509_c1_g3(+)	cramera.TRINITY_DN18509_c1_g3	NA	616	0	0	616	1129	1123	2	2	2	0	0.00354296	0.00354296	0.00265722	0.00295247	318	308	5	2	3	0	0.02515723	0.01572327	0.01572327	0.0172956
aricia_cramera	TRINITY_DN18510_c1_g1(+)	cramera.TRINITY_DN18510_c1_g1	NA	150	0	1	149	285	285	0	0	0	0	0.0	0.0	0.0	0.0	71	71	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18510_c2_g1(+)	cramera.TRINITY_DN18510_c2_g1	NA	297	0	0	297	570	568	0	0	1	1	0.00175439	0.00175439	0.00263158	0.00233918	165	163	1	0	1	0	0.01212121	0.00606061	0.00606061	0.00707071
aricia_cramera	TRINITY_DN18510_c3_g1(+)	cramera.TRINITY_DN18510_c3_g1	NA	180	0	0	180	328	327	0	1	0	0	0.0	0.00304878	0.00152439	0.00152439	57	54	1	2	0	0	0.01754386	0.03508772	0.02631579	0.02631579
aricia_cramera	TRINITY_DN18510_c4_g1(+)	cramera.TRINITY_DN18510_c4_g1	NA	56	0	1	55	99	94	4	1	0	0	0.04040404	0.01010101	0.02525253	0.02525253	20	19	0	0	1	0	0.05	0.05	0.025	0.03333333
aricia_cramera	TRINITY_DN18511_c2_g1(+)	cramera.TRINITY_DN18511_c2_g1	NA	153	0	0	153	294	294	0	0	0	0	0.0	0.0	0.0	0.0	72	71	0	1	0	0	0.0	0.01388889	0.00694444	0.00694444
aricia_cramera	TRINITY_DN18513_c3_g3(+)	cramera.TRINITY_DN18513_c3_g3	OG0002345	241	0	0	241	467	467	0	0	0	0	0.0	0.0	0.0	0.0	78	78	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18513_c4_g1(+)	cramera.TRINITY_DN18513_c4_g1	NA	284	0	0	284	533	531	1	1	0	0	0.00187617	0.00187617	0.00187617	0.00187617	102	102	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18514_c2_g6(-)	cramera.TRINITY_DN18514_c2_g6	NA	32	0	1	31	55	52	0	3	0	0	0.0	0.05454545	0.02727273	0.02727273	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
aricia_cramera	TRINITY_DN18514_c2_g7(+)	cramera.TRINITY_DN18514_c2_g7	NA	66	0	0	66	120	117	0	2	0	1	0.0	0.01666667	0.01666667	0.01388889	27	27	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18515_c1_g1(+)	cramera.TRINITY_DN18515_c1_g1	NA	610	0	1	609	1167	1162	3	2	0	0	0.00257069	0.0017138	0.00214225	0.00214225	234	230	1	2	1	0	0.00854701	0.01282051	0.00854701	0.00925926
aricia_cramera	TRINITY_DN18515_c2_g1(+)	cramera.TRINITY_DN18515_c2_g1	NA	988	0	1	987	1883	1878	0	4	0	1	0.0	0.00212427	0.0015932	0.00141618	477	473	0	2	0	2	0.0	0.00419287	0.00628931	0.00489168
aricia_cramera	TRINITY_DN18516_c2_g1(+)	cramera.TRINITY_DN18516_c2_g1	NA	52	0	0	52	99	99	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18516_c5_g1(+)	cramera.TRINITY_DN18516_c5_g1	NA	884	0	0	884	1655	1655	0	0	0	0	0.0	0.0	0.0	0.0	373	357	7	5	4	0	0.02949062	0.02412869	0.02144772	0.02323503
aricia_cramera	TRINITY_DN18517_c0_g1(+)	cramera.TRINITY_DN18517_c0_g1	NA	59	0	0	59	112	111	1	0	0	0	0.00892857	0.0	0.00446429	0.00446429	26	25	0	1	0	0	0.0	0.03846154	0.01923077	0.01923077
aricia_cramera	TRINITY_DN18517_c0_g2(+)	cramera.TRINITY_DN18517_c0_g2	NA	146	0	0	146	283	283	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18517_c1_g1(+)	cramera.TRINITY_DN18517_c1_g1	NA	155	0	0	155	297	297	0	0	0	0	0.0	0.0	0.0	0.0	60	59	1	0	0	0	0.01666667	0.0	0.00833333	0.00833333
aricia_cramera	TRINITY_DN18517_c1_g2(+)	cramera.TRINITY_DN18517_c1_g2	NA	49	0	0	49	95	95	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN18517_c1_g3(+)	cramera.TRINITY_DN18517_c1_g3	OG0001473	538	0	0	538	1033	1031	1	0	1	0	0.00193611	0.00096805	0.00096805	0.00112939	214	210	1	2	1	0	0.00934579	0.01401869	0.00934579	0.01012461
aricia_cramera	TRINITY_DN18518_c2_g1(+)	cramera.TRINITY_DN18518_c2_g1	NA	470	0	1	469	881	880	0	0	1	0	0.00113507	0.00113507	0.00056754	0.00075672	209	204	0	1	4	0	0.01913876	0.02392344	0.01196172	0.01515151
aricia_cramera	TRINITY_DN18518_c3_g3(+)	cramera.TRINITY_DN18518_c3_g3	NA	192	0	0	192	357	356	1	0	0	0	0.00280112	0.0	0.00140056	0.00140056	68	64	2	2	0	0	0.02941176	0.02941176	0.02941176	0.02941176
aricia_cramera	TRINITY_DN18519_c0_g1(+)	cramera.TRINITY_DN18519_c0_g1	NA	1217	1	0	1216	2281	2277	2	2	0	0	0.00087681	0.00087681	0.00087681	0.00087681	505	497	2	4	0	2	0.0039604	0.00792079	0.00990099	0.00858086
aricia_cramera	TRINITY_DN18520_c2_g1(+)	cramera.TRINITY_DN18520_c2_g1	NA	106	1	0	105	200	199	0	0	1	0	0.005	0.005	0.0025	0.00333333	38	37	0	1	0	0	0.0	0.02631579	0.01315789	0.01315789
aricia_cramera	TRINITY_DN18520_c2_g2(+)	cramera.TRINITY_DN18520_c2_g2	OG0002648	248	0	1	247	464	463	1	0	0	0	0.00215517	0.0	0.00107759	0.00107759	96	96	0	0	0	0	0.0	0.0	0.0	0.0
