species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_CeAr_337	0_pi_CeAr_408	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_CeAr_337	4_pi_CeAr_408	4_pi_between	4_pi_total
celastrina_argiolus	TRINITY_DN16315_c1_g1(+)	argiolus.TRINITY_DN16315_c1_g1	OG0003618	253	0	0	253	481	481	0	0	0	0	0.0	0.0	0.0	0.0	97	96	0	1	0	0	0.0	0.01030928	0.00515464	0.00515464
celastrina_argiolus	TRINITY_DN16316_c0_g1(+)	argiolus.TRINITY_DN16316_c0_g1	NA	250	0	0	250	439	439	0	0	0	0	0.0	0.0	0.0	0.0	134	124	5	4	1	0	0.04477612	0.03731343	0.03731343	0.03855721
celastrina_argiolus	TRINITY_DN16317_c5_g1(+)	argiolus.TRINITY_DN16317_c5_g1	NA	465	0	0	465	888	888	0	0	0	0	0.0	0.0	0.0	0.0	258	253	2	3	0	0	0.00775194	0.01162791	0.00968992	0.00968992
celastrina_argiolus	TRINITY_DN16318_c5_g2(-)	argiolus.TRINITY_DN16318_c5_g2	NA	19	0	0	19	31	28	0	2	0	1	0.0	0.06451613	0.06451613	0.05376344	10	9	0	1	0	0	0.0	0.1	0.05	0.05
celastrina_argiolus	TRINITY_DN16320_c0_g1(+)	argiolus.TRINITY_DN16320_c0_g1	OG0004857	429	0	0	429	812	811	0	0	0	1	0.0	0.0	0.00123153	0.00082102	193	189	1	1	1	1	0.01036269	0.01036269	0.01295337	0.01208981
celastrina_argiolus	TRINITY_DN16321_c0_g1(+)	argiolus.TRINITY_DN16321_c0_g1	NA	543	0	0	543	1027	1027	0	0	0	0	0.0	0.0	0.0	0.0	247	237	2	7	0	1	0.00809717	0.02834008	0.02226721	0.02091768
celastrina_argiolus	TRINITY_DN16322_c1_g1(+)	argiolus.TRINITY_DN16322_c1_g1	OG0002691	199	0	0	199	378	378	0	0	0	0	0.0	0.0	0.0	0.0	91	91	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16322_c1_g2(+)	argiolus.TRINITY_DN16322_c1_g2	NA	447	0	0	447	874	873	1	0	0	0	0.00114416	0.0	0.00057208	0.00057208	197	195	1	1	0	0	0.00507614	0.00507614	0.00507614	0.00507614
celastrina_argiolus	TRINITY_DN16323_c0_g1(+)	argiolus.TRINITY_DN16323_c0_g1	NA	150	0	0	150	281	280	0	1	0	0	0.0	0.00355872	0.00177936	0.00177936	57	55	0	2	0	0	0.0	0.03508772	0.01754386	0.01754386
celastrina_argiolus	TRINITY_DN16324_c0_g1(+)	argiolus.TRINITY_DN16324_c0_g1	NA	239	0	0	239	449	449	0	0	0	0	0.0	0.0	0.0	0.0	145	140	4	0	0	1	0.02758621	0.0	0.02068966	0.01839081
celastrina_argiolus	TRINITY_DN16325_c2_g1(+)	argiolus.TRINITY_DN16325_c2_g1	NA	228	0	0	228	443	441	1	0	1	0	0.00451467	0.00225734	0.00225734	0.00263356	121	116	3	1	1	0	0.03305785	0.01652893	0.02066116	0.02203857
celastrina_argiolus	TRINITY_DN16325_c3_g2(-)	argiolus.TRINITY_DN16325_c3_g2	NA	18	0	0	18	32	32	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16325_c4_g1(+)	argiolus.TRINITY_DN16325_c4_g1	OG0003689	623	0	0	623	1175	1175	0	0	0	0	0.0	0.0	0.0	0.0	369	361	5	3	0	0	0.01355014	0.00813008	0.01084011	0.01084011
celastrina_argiolus	TRINITY_DN16326_c0_g1(+)	argiolus.TRINITY_DN16326_c0_g1	NA	294	0	0	294	561	560	0	1	0	0	0.0	0.00178253	0.00089127	0.00089127	149	148	0	0	1	0	0.00671141	0.00671141	0.0033557	0.00447427
celastrina_argiolus	TRINITY_DN16327_c0_g2(+)	argiolus.TRINITY_DN16327_c0_g2	NA	325	0	0	325	629	628	1	0	0	0	0.00158983	0.0	0.00079491	0.00079491	131	127	4	0	0	0	0.03053435	0.0	0.01526718	0.01526718
celastrina_argiolus	TRINITY_DN16328_c2_g2(+)	argiolus.TRINITY_DN16328_c2_g2	NA	350	0	0	350	675	674	0	1	0	0	0.0	0.00148148	0.00074074	0.00074074	145	145	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16328_c2_g4(+)	argiolus.TRINITY_DN16328_c2_g4	NA	294	0	0	294	539	537	1	0	0	1	0.00185529	0.0	0.00278293	0.0021645	136	129	4	0	0	3	0.02941176	0.0	0.03676471	0.02941177
celastrina_argiolus	TRINITY_DN16328_c2_g6(+)	argiolus.TRINITY_DN16328_c2_g6	NA	515	0	0	515	992	992	0	0	0	0	0.0	0.0	0.0	0.0	189	189	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16329_c0_g1(+)	argiolus.TRINITY_DN16329_c0_g1	NA	955	0	0	955	1817	1813	1	2	1	0	0.00110072	0.00165107	0.00110072	0.00119244	454	451	1	2	0	0	0.00220264	0.00440529	0.00330396	0.00330396
celastrina_argiolus	TRINITY_DN16329_c1_g1(+)	argiolus.TRINITY_DN16329_c1_g1	NA	353	0	0	353	683	682	1	0	0	0	0.00146413	0.0	0.00073206	0.00073206	142	142	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16329_c1_g2(+)	argiolus.TRINITY_DN16329_c1_g2	NA	240	0	0	240	448	434	6	8	0	0	0.01339286	0.01785714	0.015625	0.015625	91	90	0	1	0	0	0.0	0.01098901	0.00549451	0.00549451
celastrina_argiolus	TRINITY_DN16330_c2_g1(+)	argiolus.TRINITY_DN16330_c2_g1	NA	313	0	0	313	584	583	0	0	0	1	0.0	0.0	0.00171233	0.00114155	134	128	2	1	1	2	0.02238806	0.01492537	0.02985075	0.0261194
celastrina_argiolus	TRINITY_DN16331_c5_g3(+)	argiolus.TRINITY_DN16331_c5_g3	NA	698	0	0	698	1326	1326	0	0	0	0	0.0	0.0	0.0	0.0	428	423	1	4	0	0	0.00233645	0.00934579	0.00584112	0.00584112
celastrina_argiolus	TRINITY_DN16332_c6_g1(+)	argiolus.TRINITY_DN16332_c6_g1	NA	248	0	0	248	477	476	1	0	0	0	0.00209644	0.0	0.00104822	0.00104822	110	110	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16332_c7_g1(+)	argiolus.TRINITY_DN16332_c7_g1	OG0003432	941	0	0	941	1778	1775	3	0	0	0	0.00168729	0.0	0.00084364	0.00084364	357	352	5	0	0	0	0.0140056	0.0	0.0070028	0.0070028
celastrina_argiolus	TRINITY_DN16332_c8_g1(+)	argiolus.TRINITY_DN16332_c8_g1	NA	256	0	0	256	481	481	0	0	0	0	0.0	0.0	0.0	0.0	107	105	0	2	0	0	0.0	0.01869159	0.00934579	0.00934579
celastrina_argiolus	TRINITY_DN16333_c0_g1(+)	argiolus.TRINITY_DN16333_c0_g1	OG0005084	635	0	0	635	1192	1192	0	0	0	0	0.0	0.0	0.0	0.0	355	349	3	0	3	0	0.01690141	0.0084507	0.0084507	0.00985915
celastrina_argiolus	TRINITY_DN16333_c0_g2(+)	argiolus.TRINITY_DN16333_c0_g2	NA	209	0	0	209	400	400	0	0	0	0	0.0	0.0	0.0	0.0	91	91	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16335_c4_g1(+)	argiolus.TRINITY_DN16335_c4_g1	NA	3	0	0	3	4	3	0	0	1	0	0.25	0.25	0.125	0.16666667	1	1	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16337_c2_g1(+)	argiolus.TRINITY_DN16337_c2_g1	NA	568	0	0	568	1052	1047	2	0	2	1	0.00380228	0.00190114	0.00285171	0.00285171	261	248	5	4	3	1	0.03065134	0.02681992	0.02681992	0.02745849
celastrina_argiolus	TRINITY_DN16337_c2_g2(+)	argiolus.TRINITY_DN16337_c2_g2	NA	615	0	0	615	1191	1191	0	0	0	0	0.0	0.0	0.0	0.0	318	311	5	1	0	1	0.01572327	0.00314465	0.01257862	0.0115304
celastrina_argiolus	TRINITY_DN16339_c0_g1(+)	argiolus.TRINITY_DN16339_c0_g1	NA	412	0	0	412	794	794	0	0	0	0	0.0	0.0	0.0	0.0	200	197	1	2	0	0	0.005	0.01	0.0075	0.0075
celastrina_argiolus	TRINITY_DN16340_c0_g1(+)	argiolus.TRINITY_DN16340_c0_g1	NA	724	0	0	724	1386	1381	3	1	1	0	0.002886	0.001443	0.00180375	0.001924	367	363	1	2	1	0	0.00544959	0.00817439	0.00544959	0.00590372
celastrina_argiolus	TRINITY_DN16341_c0_g1(-)	argiolus.TRINITY_DN16341_c0_g1	NA	52	0	0	52	101	101	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16341_c1_g1(+)	argiolus.TRINITY_DN16341_c1_g1	NA	873	0	1	872	1658	1647	0	11	0	0	0.0	0.0066345	0.00331725	0.00331725	259	254	0	5	0	0	0.0	0.01930502	0.00965251	0.00965251
celastrina_argiolus	TRINITY_DN16343_c5_g2(-)	argiolus.TRINITY_DN16343_c5_g2	NA	70	0	0	70	120	116	1	0	3	0	0.03333333	0.025	0.01666667	0.02083334	22	20	1	0	1	0	0.09090909	0.04545455	0.04545455	0.05303031
celastrina_argiolus	TRINITY_DN16343_c6_g1(+)	argiolus.TRINITY_DN16343_c6_g1	NA	188	0	2	186	350	350	0	0	0	0	0.0	0.0	0.0	0.0	66	64	0	2	0	0	0.0	0.03030303	0.01515152	0.01515152
celastrina_argiolus	TRINITY_DN16343_c6_g4(+)	argiolus.TRINITY_DN16343_c6_g4	OG0005087	603	0	0	603	1136	1136	0	0	0	0	0.0	0.0	0.0	0.0	307	300	5	2	0	0	0.01628664	0.00651466	0.01140065	0.01140065
celastrina_argiolus	TRINITY_DN16344_c0_g1(+)	argiolus.TRINITY_DN16344_c0_g1	OG0002662	425	0	0	425	765	765	0	0	0	0	0.0	0.0	0.0	0.0	179	164	3	1	10	1	0.0726257	0.06145251	0.04469274	0.05214153
celastrina_argiolus	TRINITY_DN16344_c0_g3(+)	argiolus.TRINITY_DN16344_c0_g3	NA	318	0	1	317	592	590	0	2	0	0	0.0	0.00337838	0.00168919	0.00168919	97	95	0	2	0	0	0.0	0.02061856	0.01030928	0.01030928
celastrina_argiolus	TRINITY_DN16345_c2_g1(+)	argiolus.TRINITY_DN16345_c2_g1	NA	249	0	0	249	467	467	0	0	0	0	0.0	0.0	0.0	0.0	152	147	1	2	2	0	0.01973684	0.02631579	0.01644737	0.01864035
celastrina_argiolus	TRINITY_DN16345_c2_g3(-)	argiolus.TRINITY_DN16345_c2_g3	NA	64	0	0	64	119	119	0	0	0	0	0.0	0.0	0.0	0.0	30	30	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16345_c2_g6(+)	argiolus.TRINITY_DN16345_c2_g6	NA	34	0	0	34	65	65	0	0	0	0	0.0	0.0	0.0	0.0	19	18	0	1	0	0	0.0	0.05263158	0.02631579	0.02631579
celastrina_argiolus	TRINITY_DN16346_c0_g1(+)	argiolus.TRINITY_DN16346_c0_g1	NA	482	0	1	481	902	892	2	3	2	3	0.00443459	0.00554324	0.00720621	0.00646711	195	180	4	7	0	4	0.02051282	0.03589744	0.04871795	0.04188034
celastrina_argiolus	TRINITY_DN16347_c2_g1(+)	argiolus.TRINITY_DN16347_c2_g1	OG0003702	245	0	0	245	475	474	0	1	0	0	0.0	0.00210526	0.00105263	0.00105263	77	75	1	0	0	1	0.01298701	0.0	0.01948052	0.01515152
celastrina_argiolus	TRINITY_DN16348_c0_g1(+)	argiolus.TRINITY_DN16348_c0_g1	NA	8	0	0	8	14	14	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16348_c1_g1(+)	argiolus.TRINITY_DN16348_c1_g1	NA	12	0	0	12	24	24	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16350_c9_g2(+)	argiolus.TRINITY_DN16350_c9_g2	NA	311	1	0	310	590	587	2	0	0	1	0.00338983	0.0	0.00338983	0.00282486	113	111	0	0	2	0	0.01769912	0.01769912	0.00884956	0.01179941
celastrina_argiolus	TRINITY_DN16351_c3_g2(+)	argiolus.TRINITY_DN16351_c3_g2	NA	188	0	0	188	335	332	1	1	1	0	0.00597015	0.00597015	0.00447761	0.00497512	84	80	1	3	0	0	0.01190476	0.03571429	0.02380952	0.02380952
celastrina_argiolus	TRINITY_DN16351_c4_g1(+)	argiolus.TRINITY_DN16351_c4_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16351_c4_g2(+)	argiolus.TRINITY_DN16351_c4_g2	NA	6	0	0	6	10	10	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16352_c0_g1(+)	argiolus.TRINITY_DN16352_c0_g1	NA	337	0	0	337	639	636	2	1	0	0	0.00312989	0.00156495	0.00234742	0.00234742	115	115	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16353_c3_g1(-)	argiolus.TRINITY_DN16353_c3_g1	NA	68	0	0	68	124	124	0	0	0	0	0.0	0.0	0.0	0.0	37	36	0	0	1	0	0.02702703	0.02702703	0.01351351	0.01801802
celastrina_argiolus	TRINITY_DN16353_c3_g2(+)	argiolus.TRINITY_DN16353_c3_g2	NA	543	0	1	542	1057	1055	1	0	0	1	0.00094607	0.0	0.00141911	0.00110375	213	209	0	0	0	4	0.0	0.0	0.01877934	0.01251956
celastrina_argiolus	TRINITY_DN16353_c4_g1(+)	argiolus.TRINITY_DN16353_c4_g1	NA	51	0	0	51	92	91	1	0	0	0	0.01086957	0.0	0.00543478	0.00543478	19	19	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16353_c4_g2(+)	argiolus.TRINITY_DN16353_c4_g2	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16354_c2_g1(+)	argiolus.TRINITY_DN16354_c2_g1	NA	217	0	0	217	418	418	0	0	0	0	0.0	0.0	0.0	0.0	82	82	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16354_c2_g3(+)	argiolus.TRINITY_DN16354_c2_g3	NA	552	0	0	552	1036	1036	0	0	0	0	0.0	0.0	0.0	0.0	238	234	2	2	0	0	0.00840336	0.00840336	0.00840336	0.00840336
celastrina_argiolus	TRINITY_DN16354_c2_g6(+)	argiolus.TRINITY_DN16354_c2_g6	NA	307	0	0	307	592	591	0	1	0	0	0.0	0.00168919	0.00084459	0.00084459	158	156	1	0	1	0	0.01265823	0.00632911	0.00632911	0.00738396
celastrina_argiolus	TRINITY_DN16355_c2_g1(+)	argiolus.TRINITY_DN16355_c2_g1	OG0001742	316	0	0	316	598	595	3	0	0	0	0.00501672	0.0	0.00250836	0.00250836	163	160	1	2	0	0	0.00613497	0.01226994	0.00920245	0.00920245
celastrina_argiolus	TRINITY_DN16356_c1_g1(+)	argiolus.TRINITY_DN16356_c1_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16356_c2_g1(+)	argiolus.TRINITY_DN16356_c2_g1	OG0001652	414	0	0	414	790	788	0	1	1	0	0.00126582	0.00253165	0.00126582	0.00147679	169	167	1	1	0	0	0.00591716	0.00591716	0.00591716	0.00591716
celastrina_argiolus	TRINITY_DN16358_c0_g1(+)	argiolus.TRINITY_DN16358_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16359_c7_g1(+)	argiolus.TRINITY_DN16359_c7_g1	NA	284	0	0	284	526	525	0	1	0	0	0.0	0.00190114	0.00095057	0.00095057	100	95	2	3	0	0	0.02	0.03	0.025	0.025
celastrina_argiolus	TRINITY_DN16359_c7_g3(+)	argiolus.TRINITY_DN16359_c7_g3	NA	491	0	0	491	933	932	0	0	0	1	0.0	0.0	0.00107181	0.00071454	159	158	0	1	0	0	0.0	0.00628931	0.00314465	0.00314465
celastrina_argiolus	TRINITY_DN16360_c0_g1(+)	argiolus.TRINITY_DN16360_c0_g1	NA	160	0	0	160	289	283	1	4	0	1	0.00346021	0.01384083	0.01211073	0.01095733	44	41	1	2	0	0	0.02272727	0.04545455	0.03409091	0.03409091
celastrina_argiolus	TRINITY_DN16361_c0_g1(+)	argiolus.TRINITY_DN16361_c0_g1	NA	725	0	0	725	1359	1354	1	3	1	0	0.00147167	0.00294334	0.00183959	0.00196223	355	338	4	12	1	0	0.01408451	0.03661972	0.02394366	0.02441314
celastrina_argiolus	TRINITY_DN16362_c1_g2(-)	argiolus.TRINITY_DN16362_c1_g2	NA	50	0	0	50	93	93	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16362_c1_g7(+)	argiolus.TRINITY_DN16362_c1_g7	NA	252	0	0	252	462	461	1	0	0	0	0.0021645	0.0	0.00108225	0.00108225	143	139	1	1	2	0	0.02097902	0.02097902	0.01398601	0.01631701
celastrina_argiolus	TRINITY_DN16363_c0_g1(+)	argiolus.TRINITY_DN16363_c0_g1	NA	369	0	0	369	703	702	0	0	0	1	0.0	0.0	0.00142248	0.00094832	220	217	1	2	0	0	0.00454545	0.00909091	0.00681818	0.00681818
celastrina_argiolus	TRINITY_DN16363_c1_g1(+)	argiolus.TRINITY_DN16363_c1_g1	NA	339	0	0	339	636	634	0	1	1	0	0.00157233	0.00314465	0.00157233	0.00183438	187	182	1	1	1	2	0.01069519	0.01069519	0.01871658	0.01604278
celastrina_argiolus	TRINITY_DN16363_c2_g1(+)	argiolus.TRINITY_DN16363_c2_g1	NA	362	0	0	362	680	680	0	0	0	0	0.0	0.0	0.0	0.0	132	129	0	3	0	0	0.0	0.02272727	0.01136364	0.01136364
celastrina_argiolus	TRINITY_DN16364_c0_g2(+)	argiolus.TRINITY_DN16364_c0_g2	NA	55	0	0	55	100	94	3	0	2	1	0.05	0.02	0.035	0.035	19	19	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16364_c0_g3(+)	argiolus.TRINITY_DN16364_c0_g3	OG0004799	247	0	0	247	440	440	0	0	0	0	0.0	0.0	0.0	0.0	121	111	2	7	0	1	0.01652893	0.05785124	0.04545455	0.04269973
celastrina_argiolus	TRINITY_DN16365_c1_g1(-)	argiolus.TRINITY_DN16365_c1_g1	NA	47	1	0	46	86	82	0	1	3	0	0.03488372	0.04651163	0.02325581	0.02906976	11	11	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16365_c2_g2(+)	argiolus.TRINITY_DN16365_c2_g2	NA	19	0	0	19	32	32	0	0	0	0	0.0	0.0	0.0	0.0	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
celastrina_argiolus	TRINITY_DN16365_c3_g1(+)	argiolus.TRINITY_DN16365_c3_g1	NA	1213	0	0	1213	2353	2350	1	1	1	0	0.00084998	0.00084998	0.00063748	0.00070831	688	680	1	5	2	0	0.00436047	0.01017442	0.00581395	0.00629845
celastrina_argiolus	TRINITY_DN16366_c0_g1(+)	argiolus.TRINITY_DN16366_c0_g1	NA	279	0	0	279	521	520	1	0	0	0	0.00191939	0.0	0.00095969	0.00095969	103	101	1	1	0	0	0.00970874	0.00970874	0.00970874	0.00970874
celastrina_argiolus	TRINITY_DN16367_c0_g1(+)	argiolus.TRINITY_DN16367_c0_g1	NA	626	0	0	626	1185	1184	1	0	0	0	0.00084388	0.0	0.00042194	0.00042194	335	327	3	3	2	0	0.01492537	0.01492537	0.0119403	0.01293532
celastrina_argiolus	TRINITY_DN16367_c0_g3(+)	argiolus.TRINITY_DN16367_c0_g3	NA	1033	0	0	1033	1938	1936	1	1	0	0	0.000516	0.000516	0.000516	0.000516	479	472	3	3	0	1	0.00626305	0.00626305	0.00835073	0.00765484
celastrina_argiolus	TRINITY_DN16368_c5_g1(-)	argiolus.TRINITY_DN16368_c5_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
celastrina_argiolus	TRINITY_DN16368_c6_g1(+)	argiolus.TRINITY_DN16368_c6_g1	OG0002835	441	0	0	441	829	829	0	0	0	0	0.0	0.0	0.0	0.0	203	198	0	2	0	3	0.0	0.00985222	0.01970443	0.01477832
celastrina_argiolus	TRINITY_DN16368_c7_g1(+)	argiolus.TRINITY_DN16368_c7_g1	NA	1163	0	0	1163	2194	2186	1	7	0	0	0.00045579	0.00319052	0.00182315	0.00182315	380	377	0	3	0	0	0.0	0.00789474	0.00394737	0.00394737
celastrina_argiolus	TRINITY_DN16368_c8_g2(+)	argiolus.TRINITY_DN16368_c8_g2	NA	840	0	0	840	1599	1595	1	2	1	0	0.00125078	0.00187617	0.00125078	0.00135501	356	347	2	5	2	0	0.01123596	0.01966292	0.01264045	0.01357678
celastrina_argiolus	TRINITY_DN16369_c1_g1(+)	argiolus.TRINITY_DN16369_c1_g1	NA	105	0	0	105	191	191	0	0	0	0	0.0	0.0	0.0	0.0	53	50	0	1	0	2	0.0	0.01886792	0.04716981	0.03459119
celastrina_argiolus	TRINITY_DN16369_c2_g2(+)	argiolus.TRINITY_DN16369_c2_g2	NA	488	0	0	488	928	927	0	1	0	0	0.0	0.00107759	0.00053879	0.00053879	223	219	2	1	1	0	0.01345291	0.00896861	0.00896861	0.00971599
celastrina_argiolus	TRINITY_DN16369_c3_g2(+)	argiolus.TRINITY_DN16369_c3_g2	NA	308	0	0	308	596	594	1	1	0	0	0.00167785	0.00167785	0.00167785	0.00167785	115	113	0	1	1	0	0.00869565	0.0173913	0.00869565	0.01014492
celastrina_argiolus	TRINITY_DN16369_c3_g3(+)	argiolus.TRINITY_DN16369_c3_g3	NA	887	0	0	887	1677	1672	3	1	0	1	0.00178891	0.0005963	0.00178891	0.00159014	418	408	3	1	4	2	0.01674641	0.01196172	0.01435407	0.01435407
celastrina_argiolus	TRINITY_DN16371_c2_g1(-)	argiolus.TRINITY_DN16371_c2_g1	NA	30	0	0	30	50	49	0	0	0	1	0.0	0.0	0.02	0.01333333	5	5	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16371_c5_g2(+)	argiolus.TRINITY_DN16371_c5_g2	NA	43	1	0	42	78	78	0	0	0	0	0.0	0.0	0.0	0.0	20	19	0	1	0	0	0.0	0.05	0.025	0.025
celastrina_argiolus	TRINITY_DN16373_c3_g1(+)	argiolus.TRINITY_DN16373_c3_g1	NA	947	0	0	947	1796	1795	0	1	0	0	0.0	0.00055679	0.0002784	0.0002784	437	429	2	5	0	1	0.00457666	0.01144165	0.01029748	0.0095347
celastrina_argiolus	TRINITY_DN16375_c0_g1(+)	argiolus.TRINITY_DN16375_c0_g1	NA	213	0	0	213	411	411	0	0	0	0	0.0	0.0	0.0	0.0	95	94	0	0	1	0	0.01052632	0.01052632	0.00526316	0.00701755
celastrina_argiolus	TRINITY_DN16376_c0_g2(+)	argiolus.TRINITY_DN16376_c0_g2	NA	252	0	0	252	474	474	0	0	0	0	0.0	0.0	0.0	0.0	124	121	2	1	0	0	0.01612903	0.00806452	0.01209677	0.01209677
celastrina_argiolus	TRINITY_DN16376_c1_g2(+)	argiolus.TRINITY_DN16376_c1_g2	NA	684	0	0	684	1297	1294	1	2	0	0	0.00077101	0.00154202	0.00115652	0.00115652	277	275	1	1	0	0	0.00361011	0.00361011	0.00361011	0.00361011
celastrina_argiolus	TRINITY_DN16377_c3_g1(+)	argiolus.TRINITY_DN16377_c3_g1	NA	202	0	0	202	381	381	0	0	0	0	0.0	0.0	0.0	0.0	71	71	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16377_c3_g2(+)	argiolus.TRINITY_DN16377_c3_g2	NA	381	0	0	381	741	740	0	1	0	0	0.0	0.00134953	0.00067476	0.00067476	153	150	0	3	0	0	0.0	0.01960784	0.00980392	0.00980392
celastrina_argiolus	TRINITY_DN16377_c3_g3(+)	argiolus.TRINITY_DN16377_c3_g3	NA	214	0	0	214	396	393	3	0	0	0	0.00757576	0.0	0.00378788	0.00378788	59	58	1	0	0	0	0.01694915	0.0	0.00847458	0.00847458
celastrina_argiolus	TRINITY_DN16377_c3_g6(+)	argiolus.TRINITY_DN16377_c3_g6	NA	140	0	0	140	267	266	0	1	0	0	0.0	0.00374532	0.00187266	0.00187266	48	48	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16378_c1_g3(+)	argiolus.TRINITY_DN16378_c1_g3	NA	74	0	0	74	133	133	0	0	0	0	0.0	0.0	0.0	0.0	44	43	0	0	1	0	0.02272727	0.02272727	0.01136364	0.01515152
celastrina_argiolus	TRINITY_DN16378_c1_g5(+)	argiolus.TRINITY_DN16378_c1_g5	NA	63	0	1	62	116	116	0	0	0	0	0.0	0.0	0.0	0.0	29	28	0	1	0	0	0.0	0.03448276	0.01724138	0.01724138
celastrina_argiolus	TRINITY_DN16381_c1_g1(+)	argiolus.TRINITY_DN16381_c1_g1	NA	292	0	1	291	556	555	0	0	1	0	0.00179856	0.00179856	0.00089928	0.00119904	117	117	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16381_c1_g2(+)	argiolus.TRINITY_DN16381_c1_g2	NA	215	0	0	215	419	419	0	0	0	0	0.0	0.0	0.0	0.0	83	83	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16381_c3_g2(+)	argiolus.TRINITY_DN16381_c3_g2	NA	395	0	0	395	750	748	0	2	0	0	0.0	0.00266667	0.00133333	0.00133333	136	136	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16382_c0_g1(+)	argiolus.TRINITY_DN16382_c0_g1	NA	315	1	0	314	603	603	0	0	0	0	0.0	0.0	0.0	0.0	148	144	0	1	3	0	0.02027027	0.02702703	0.01351351	0.01689189
celastrina_argiolus	TRINITY_DN16384_c0_g1(-)	argiolus.TRINITY_DN16384_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16384_c0_g2(+)	argiolus.TRINITY_DN16384_c0_g2	NA	55	0	0	55	103	103	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN16385_c3_g1(+)	argiolus.TRINITY_DN16385_c3_g1	NA	99	0	0	99	180	179	0	1	0	0	0.0	0.00555556	0.00277778	0.00277778	38	36	0	1	0	1	0.0	0.02631579	0.03947368	0.03070175
